"Date Time, GMT-07:00"	"Abs Pres, psi (LGR S/N: 22072297_duplicate, SEN S/N: 22072297)"	"Temp, °F (LGR S/N: 22072297_duplicate, SEN S/N: 22072297)"	"Sensor Depth, meters (LGR S/N: null)"
09/24/24 05:35:00.0	14.6719	67.564	0.154
09/24/24 05:40:00.0	14.6765	67.564	0.157
09/24/24 05:45:00.0	14.6951	67.564	0.167
09/24/24 05:50:00.0	14.7077	67.735	0.175
09/24/24 05:55:00.0	14.7215	68.421	0.185
09/24/24 06:00:00.0	14.7334	69.622	0.194
09/24/24 06:05:00.0	14.7386	70.651	0.200
09/24/24 06:10:00.0	14.7418	71.512	0.200
09/24/24 06:15:00.0	14.7429	72.028	0.201
09/24/24 06:20:00.0	14.7467	72.372	0.203
09/24/24 06:25:00.0	14.7409	72.545	0.198
09/24/24 06:30:00.0	14.7335	72.718	0.194
09/24/24 06:35:00.0	14.7205	72.372	0.185
09/24/24 06:40:00.0	14.7125	71.512	0.178
09/24/24 06:45:00.0	14.7045	70.651	0.171
09/24/24 06:50:00.0	14.6997	69.793	0.169
09/24/24 06:55:00.0	14.6955	69.278	0.164
09/24/24 07:00:00.0	14.6929	68.763	0.162
09/24/24 07:05:00.0	14.6926	68.592	0.162
09/24/24 07:10:00.0	14.6903	68.248	0.159
09/24/24 07:15:00.0	14.6949	68.248	0.162
09/24/24 07:20:00.0	14.6930	68.077	0.160
09/24/24 07:25:00.0	14.6930	68.077	0.158
09/24/24 07:30:00.0	14.6926	67.906	0.157
09/24/24 07:35:00.0	14.6942	67.906	0.159
09/24/24 07:40:00.0	14.6912	67.906	0.159
09/24/24 07:45:00.0	14.6923	67.735	0.157
09/24/24 07:50:00.0	14.6970	67.735	0.160
09/24/24 07:55:00.0	14.7016	67.735	0.163
09/24/24 08:00:00.0	14.7096	67.906	0.168
09/24/24 08:05:00.0	14.7135	68.248	0.172
09/24/24 08:10:00.0	14.7173	68.592	0.175
09/24/24 08:15:00.0	14.7215	69.107	0.176
09/24/24 08:20:00.0	14.7209	69.622	0.176
09/24/24 08:25:00.0	14.7205	70.137	0.175
09/24/24 08:30:00.0	14.7131	70.308	0.170
09/24/24 08:35:00.0	14.7100	70.308	0.166
09/24/24 08:40:00.0	14.7100	70.308	0.169
09/24/24 08:45:00.0	14.7139	69.964	0.169
09/24/24 08:50:00.0	14.7183	69.793	0.173
09/24/24 08:55:00.0	14.7263	69.964	0.179
09/24/24 09:00:00.0	14.7281	70.137	0.180
09/24/24 09:05:00.0	14.7339	70.651	0.183
09/24/24 09:10:00.0	14.7331	70.995	0.183
09/24/24 09:15:00.0	14.7341	71.512	0.182
09/24/24 09:20:00.0	14.7329	71.683	0.180
09/24/24 09:25:00.0	14.7286	71.856	0.175
09/24/24 09:30:00.0	14.7348	71.856	0.180
09/24/24 09:35:00.0	14.7364	71.856	0.181
09/24/24 09:40:00.0	14.7367	72.028	0.182
09/24/24 09:45:00.0	14.7355	72.199	0.179
09/24/24 09:50:00.0	14.7312	72.372	0.177
09/24/24 09:55:00.0	14.7300	72.545	0.176
09/24/24 10:00:00.0	14.7316	72.545	0.176
09/24/24 10:05:00.0	14.7300	72.545	0.176
09/24/24 10:10:00.0	14.7347	72.545	0.178
09/24/24 10:15:00.0	14.7347	72.545	0.178
09/24/24 10:20:00.0	14.7400	72.891	0.181
09/24/24 10:25:00.0	14.7499	73.234	0.189
09/24/24 10:30:00.0	14.7557	73.753	0.192
09/24/24 10:35:00.0	14.7601	74.446	0.195
09/24/24 10:40:00.0	14.7615	75.139	0.197
09/24/24 10:45:00.0	14.7637	75.484	0.200
09/24/24 10:50:00.0	14.7663	76.006	0.200
09/24/24 10:55:00.0	14.7685	76.354	0.202
09/24/24 11:00:00.0	14.7648	76.876	0.199
09/24/24 11:05:00.0	14.7672	77.225	0.202
09/24/24 11:10:00.0	14.7631	77.574	0.199
09/24/24 11:15:00.0	14.7603	77.749	0.197
09/24/24 11:20:00.0	14.7561	77.923	0.197
09/24/24 11:25:00.0	14.7529	77.923	0.192
09/24/24 11:30:00.0	14.7471	78.098	0.189
09/24/24 11:35:00.0	14.7425	78.098	0.186
09/24/24 11:40:00.0	14.7348	78.098	0.180
09/24/24 11:45:00.0	14.7286	78.098	0.176
09/24/24 11:50:00.0	14.7174	77.923	0.168
09/24/24 11:55:00.0	14.7097	77.923	0.162
09/24/24 12:00:00.0	14.7078	77.749	0.164
09/24/24 12:05:00.0	14.7094	77.749	0.161
09/24/24 12:10:00.0	14.7155	77.749	0.167
09/24/24 12:15:00.0	14.7190	77.923	0.170
09/24/24 12:20:00.0	14.7228	78.274	0.172
09/24/24 12:25:00.0	14.7203	78.624	0.169
09/24/24 12:30:00.0	14.7134	78.975	0.165
09/24/24 12:35:00.0	14.7106	79.151	0.163
09/24/24 12:40:00.0	14.7004	79.502	0.159
09/24/24 12:45:00.0	14.6915	79.678	0.153
09/24/24 12:50:00.0	14.6871	79.853	0.149
09/24/24 12:55:00.0	14.6901	79.853	0.153
09/24/24 13:00:00.0	14.6920	80.029	0.154
09/24/24 13:05:00.0	14.6893	80.206	0.155
09/24/24 13:10:00.0	14.6854	80.559	0.154
09/24/24 13:15:00.0	14.6810	80.735	0.150
09/24/24 13:20:00.0	14.6817	81.090	0.152
09/24/24 13:25:00.0	14.6804	81.266	0.153
09/24/24 13:30:00.0	14.6781	81.621	0.150
09/24/24 13:35:00.0	14.6784	81.797	0.151
09/24/24 13:40:00.0	14.6803	81.975	0.155
09/24/24 13:45:00.0	14.6778	82.330	0.153
09/24/24 13:50:00.0	14.6765	82.508	0.154
09/24/24 13:55:00.0	14.6742	82.864	0.152
09/24/24 14:00:00.0	14.6714	83.043	0.151
09/24/24 14:05:00.0	14.6748	83.221	0.153
09/24/24 14:10:00.0	14.6816	83.579	0.158
09/24/24 14:15:00.0	14.6897	83.757	0.164
09/24/24 14:20:00.0	14.6962	83.935	0.169
09/24/24 14:25:00.0	14.7012	84.115	0.174
09/24/24 14:30:00.0	14.7031	84.295	0.176
09/24/24 14:35:00.0	14.7033	84.474	0.178
09/24/24 14:40:00.0	14.7080	84.474	0.184
09/24/24 14:45:00.0	14.7145	84.654	0.189
09/24/24 14:50:00.0	14.7268	84.654	0.201
09/24/24 14:55:00.0	14.7377	84.654	0.212
09/24/24 15:00:00.0	14.7454	84.654	0.217
09/24/24 15:05:00.0	14.7500	84.654	0.221
09/24/24 15:10:00.0	14.7467	84.474	0.220
09/24/24 15:15:00.0	14.7467	84.474	0.220
09/24/24 15:20:00.0	14.7451	84.474	0.221
09/24/24 15:25:00.0	14.7470	84.654	0.222
09/24/24 15:30:00.0	14.7470	84.654	0.223
09/24/24 15:35:00.0	14.7454	84.654	0.221
09/24/24 15:40:00.0	14.7457	84.834	0.221
09/24/24 15:45:00.0	14.7489	84.834	0.220
09/24/24 15:50:00.0	14.7457	84.834	0.217
09/24/24 15:55:00.0	14.7489	84.834	0.216
09/24/24 16:00:00.0	14.7550	84.834	0.218
09/24/24 16:05:00.0	14.7519	84.834	0.212
09/24/24 16:10:00.0	14.7566	84.834	0.217
09/24/24 16:15:00.0	14.7596	84.834	0.218
09/24/24 16:20:00.0	14.7612	84.834	0.216
09/24/24 16:25:00.0	14.7643	84.834	0.218
09/24/24 16:30:00.0	14.7670	84.654	0.222
09/24/24 16:35:00.0	14.7656	84.654	0.216
09/24/24 16:40:00.0	14.7686	84.654	0.218
09/24/24 16:45:00.0	14.7686	84.654	0.219
09/24/24 16:50:00.0	14.7714	84.474	0.220
09/24/24 16:55:00.0	14.7714	84.474	0.219
09/24/24 17:00:00.0	14.7730	84.474	0.221
09/24/24 17:05:00.0	14.7711	84.295	0.220
09/24/24 17:10:00.0	14.7711	84.295	0.218
09/24/24 17:15:00.0	14.7738	84.115	0.223
09/24/24 17:20:00.0	14.7722	84.115	0.222
09/24/24 17:25:00.0	14.7719	83.935	0.223
09/24/24 17:30:00.0	14.7750	83.935	0.224
09/24/24 17:35:00.0	14.7747	83.757	0.225
09/24/24 17:40:00.0	14.7733	83.757	0.226
09/24/24 17:45:00.0	14.7728	83.579	0.223
09/24/24 17:50:00.0	14.7756	83.399	0.227
09/24/24 17:55:00.0	14.7756	83.399	0.227
09/24/24 18:00:00.0	14.7737	83.221	0.225
09/24/24 18:05:00.0	14.7750	83.043	0.226
09/24/24 18:10:00.0	14.7780	83.043	0.228
09/24/24 18:15:00.0	14.7762	82.864	0.226
09/24/24 18:20:00.0	14.7775	82.686	0.227
09/24/24 18:25:00.0	14.7789	82.686	0.227
09/24/24 18:30:00.0	14.7802	82.508	0.228
09/24/24 18:35:00.0	14.7799	82.330	0.227
09/24/24 18:40:00.0	14.7799	82.330	0.226
09/24/24 18:45:00.0	14.7718	82.152	0.221
09/24/24 18:50:00.0	14.7653	81.975	0.214
09/24/24 18:55:00.0	14.7601	81.621	0.209
09/24/24 19:00:00.0	14.7577	81.266	0.207
09/24/24 19:05:00.0	14.7572	80.911	0.208
09/24/24 19:10:00.0	14.7580	80.559	0.207
09/24/24 19:15:00.0	14.7592	80.382	0.207
09/24/24 19:20:00.0	14.7589	80.206	0.208
09/24/24 19:25:00.0	14.7614	79.853	0.211
09/24/24 19:30:00.0	14.7625	79.678	0.211
09/24/24 19:35:00.0	14.7637	79.502	0.211
09/24/24 19:40:00.0	14.7619	79.326	0.209
09/24/24 19:45:00.0	14.7659	78.975	0.212
09/24/24 19:50:00.0	14.7702	78.800	0.215
09/24/24 19:55:00.0	14.7853	78.624	0.225
09/24/24 20:00:00.0	14.7946	78.624	0.233
09/24/24 20:05:00.0	14.8007	78.624	0.235
09/24/24 20:10:00.0	14.8088	78.800	0.241
09/24/24 20:15:00.0	14.8137	78.975	0.244
09/24/24 20:20:00.0	14.8200	78.975	0.248
09/24/24 20:25:00.0	14.8246	78.975	0.250
09/24/24 20:30:00.0	14.8336	78.800	0.256
09/24/24 20:35:00.0	14.8366	78.800	0.258
09/24/24 20:40:00.0	14.8363	78.624	0.257
09/24/24 20:45:00.0	14.8282	78.449	0.250
09/24/24 20:50:00.0	14.8201	78.274	0.245
09/24/24 20:55:00.0	14.8144	77.749	0.239
09/24/24 21:00:00.0	14.8120	77.225	0.236
09/24/24 21:05:00.0	14.8063	76.703	0.232
09/24/24 21:10:00.0	14.8056	76.354	0.232
09/24/24 21:15:00.0	14.8021	76.181	0.228
09/24/24 21:20:00.0	14.7895	76.006	0.220
09/24/24 21:25:00.0	14.7764	75.659	0.212
09/24/24 21:30:00.0	14.7661	75.139	0.206
09/24/24 21:35:00.0	14.7598	74.271	0.200
09/24/24 21:40:00.0	14.7537	73.580	0.194
09/24/24 21:45:00.0	14.7453	73.234	0.188
09/24/24 21:50:00.0	14.7415	72.891	0.186
09/24/24 21:55:00.0	14.7409	72.545	0.188
09/24/24 22:00:00.0	14.7358	72.372	0.183
09/24/24 22:05:00.0	14.7324	72.199	0.182
09/24/24 22:10:00.0	14.7290	72.028	0.177
09/24/24 22:15:00.0	14.7302	71.856	0.180
09/24/24 22:20:00.0	14.7299	71.683	0.178
09/24/24 22:25:00.0	14.7267	71.683	0.175
09/24/24 22:30:00.0	14.7248	71.512	0.174
09/24/24 22:35:00.0	14.7218	71.512	0.172
09/24/24 22:40:00.0	14.7215	71.339	0.172
09/24/24 22:45:00.0	14.7226	71.168	0.172
09/24/24 22:50:00.0	14.7257	71.168	0.175
09/24/24 22:55:00.0	14.7208	70.995	0.172
09/24/24 23:00:00.0	14.7238	70.995	0.174
09/24/24 23:05:00.0	14.7266	70.824	0.177
09/24/24 23:10:00.0	14.7280	70.824	0.177
09/24/24 23:15:00.0	14.7277	70.651	0.177
09/24/24 23:20:00.0	14.7308	70.651	0.179
09/24/24 23:25:00.0	14.7321	70.480	0.179
09/24/24 23:30:00.0	14.7289	70.480	0.178
09/24/24 23:35:00.0	14.7286	70.308	0.177
09/24/24 23:40:00.0	14.7270	70.308	0.176
09/24/24 23:45:00.0	14.7251	70.137	0.176
09/24/24 23:50:00.0	14.7263	69.964	0.177
09/24/24 23:55:00.0	14.7248	69.964	0.176
09/25/24 00:00:00.0	14.7263	69.964	0.176
09/25/24 00:05:00.0	14.7260	69.793	0.176
09/25/24 00:10:00.0	14.7260	69.793	0.174
09/25/24 00:15:00.0	14.7244	69.793	0.175
09/25/24 00:20:00.0	14.7255	69.622	0.174
09/25/24 00:25:00.0	14.7225	69.622	0.173
09/25/24 00:30:00.0	14.7271	69.622	0.177
09/25/24 00:35:00.0	14.7395	69.622	0.185
09/25/24 00:40:00.0	14.7487	69.622	0.192
09/25/24 00:45:00.0	14.7560	70.137	0.198
09/25/24 00:50:00.0	14.7608	70.995	0.201
09/25/24 00:55:00.0	14.7608	71.683	0.202
09/25/24 01:00:00.0	14.7602	72.199	0.200
09/25/24 01:05:00.0	14.7609	72.545	0.201
09/25/24 01:10:00.0	14.7631	72.891	0.201
09/25/24 01:15:00.0	14.7605	73.062	0.201
09/25/24 01:20:00.0	14.7638	73.234	0.204
09/25/24 01:25:00.0	14.7670	73.234	0.205
09/25/24 01:30:00.0	14.7701	73.234	0.207
09/25/24 01:35:00.0	14.7793	73.234	0.213
09/25/24 01:40:00.0	14.7821	73.062	0.214
09/25/24 01:45:00.0	14.7867	73.062	0.220
09/25/24 01:50:00.0	14.7879	72.891	0.219
09/25/24 01:55:00.0	14.7875	72.718	0.220
09/25/24 02:00:00.0	14.7814	72.718	0.216
09/25/24 02:05:00.0	14.7760	72.372	0.212
09/25/24 02:10:00.0	14.7734	71.856	0.207
09/25/24 02:15:00.0	14.7693	71.339	0.206
09/25/24 02:20:00.0	14.7708	71.339	0.206
09/25/24 02:25:00.0	14.7661	71.339	0.205
09/25/24 02:30:00.0	14.7585	71.339	0.198
09/25/24 02:35:00.0	14.7543	71.512	0.194
09/25/24 02:40:00.0	14.7492	71.339	0.190
09/25/24 02:45:00.0	14.7503	71.168	0.193
09/25/24 02:50:00.0	14.7454	70.995	0.190
09/25/24 02:55:00.0	14.7396	71.168	0.184
09/25/24 03:00:00.0	14.7303	71.168	0.180
09/25/24 03:05:00.0	14.7300	70.995	0.179
09/25/24 03:10:00.0	14.7342	70.824	0.182
09/25/24 03:15:00.0	14.7266	70.824	0.178
09/25/24 03:20:00.0	14.7235	70.824	0.177
09/25/24 03:25:00.0	14.7173	70.824	0.175
09/25/24 03:30:00.0	14.7154	70.651	0.173
09/25/24 03:35:00.0	14.7147	70.308	0.173
09/25/24 03:40:00.0	14.7186	69.964	0.177
09/25/24 03:45:00.0	14.7209	69.622	0.180
09/25/24 03:50:00.0	14.7209	69.622	0.179
09/25/24 03:55:00.0	14.7197	69.793	0.178
09/25/24 04:00:00.0	14.7213	69.793	0.179
09/25/24 04:05:00.0	14.7183	69.793	0.178
09/25/24 04:10:00.0	14.7178	69.622	0.177
09/25/24 04:15:00.0	14.7157	69.278	0.175
09/25/24 04:20:00.0	14.7152	69.107	0.175
09/25/24 04:25:00.0	14.7145	68.763	0.174
09/25/24 04:30:00.0	14.7126	68.592	0.172
09/25/24 04:35:00.0	14.7138	68.421	0.173
09/25/24 04:40:00.0	14.7212	68.248	0.178
09/25/24 04:45:00.0	14.7228	68.248	0.181
09/25/24 04:50:00.0	14.7231	68.421	0.181
09/25/24 04:55:00.0	14.7203	68.592	0.180
09/25/24 05:00:00.0	14.7180	68.934	0.177
09/25/24 05:05:00.0	14.7164	68.934	0.175
09/25/24 05:10:00.0	14.7118	68.934	0.173
09/25/24 05:15:00.0	14.7131	68.763	0.175
09/25/24 05:20:00.0	14.7096	68.592	0.170
09/25/24 05:25:00.0	14.7107	68.421	0.170
09/25/24 05:30:00.0	14.7116	68.077	0.172
09/25/24 05:35:00.0	14.7100	68.077	0.170
09/25/24 05:40:00.0	14.7096	67.906	0.171
09/25/24 05:45:00.0	14.7096	67.906	0.170
09/25/24 05:50:00.0	14.7109	67.735	0.169
09/25/24 05:55:00.0	14.7077	67.735	0.168
09/25/24 06:00:00.0	14.7074	67.564	0.168
09/25/24 06:05:00.0	14.7089	67.564	0.168
09/25/24 06:10:00.0	14.7070	67.392	0.167
09/25/24 06:15:00.0	14.7102	67.392	0.170
09/25/24 06:20:00.0	14.7116	67.392	0.171
09/25/24 06:25:00.0	14.7128	67.221	0.170
09/25/24 06:30:00.0	14.7097	67.221	0.166
09/25/24 06:35:00.0	14.7128	67.221	0.170
09/25/24 06:40:00.0	14.7144	67.221	0.170
09/25/24 06:45:00.0	14.7193	67.392	0.173
09/25/24 06:50:00.0	14.7255	67.392	0.176
09/25/24 06:55:00.0	14.7279	67.735	0.178
09/25/24 07:00:00.0	14.7273	68.248	0.176
09/25/24 07:05:00.0	14.7219	68.592	0.174
09/25/24 07:10:00.0	14.7176	68.763	0.168
09/25/24 07:15:00.0	14.7161	68.763	0.168
09/25/24 07:20:00.0	14.7192	68.763	0.171
09/25/24 07:25:00.0	14.7235	68.592	0.172
09/25/24 07:30:00.0	14.7280	68.592	0.176
09/25/24 07:35:00.0	14.7238	68.763	0.175
09/25/24 07:40:00.0	14.7202	69.278	0.169
09/25/24 07:45:00.0	14.7237	69.449	0.173
09/25/24 07:50:00.0	14.7287	69.622	0.174
09/25/24 07:55:00.0	14.7334	69.622	0.175
09/25/24 08:00:00.0	14.7399	69.793	0.182
09/25/24 08:05:00.0	14.7451	70.137	0.184
09/25/24 08:10:00.0	14.7466	70.824	0.185
09/25/24 08:15:00.0	14.7473	71.168	0.185
09/25/24 08:20:00.0	14.7453	71.683	0.184
09/25/24 08:25:00.0	14.7444	72.028	0.183
09/25/24 08:30:00.0	14.7386	72.199	0.179
09/25/24 08:35:00.0	14.7339	72.199	0.176
09/25/24 08:40:00.0	14.7337	72.028	0.175
09/25/24 08:45:00.0	14.7345	71.683	0.179
09/25/24 08:50:00.0	14.7387	71.512	0.178
09/25/24 08:55:00.0	14.7434	71.512	0.183
09/25/24 09:00:00.0	14.7450	71.512	0.182
09/25/24 09:05:00.0	14.7437	71.683	0.181
09/25/24 09:10:00.0	14.7444	72.028	0.181
09/25/24 09:15:00.0	14.7429	72.028	0.179
09/25/24 09:20:00.0	14.7398	72.028	0.177
09/25/24 09:25:00.0	14.7456	71.856	0.181
09/25/24 09:30:00.0	14.7469	71.683	0.182
09/25/24 09:35:00.0	14.7502	71.856	0.184
09/25/24 09:40:00.0	14.7487	71.856	0.182
09/25/24 09:45:00.0	14.7490	72.028	0.181
09/25/24 09:50:00.0	14.7463	72.199	0.182
09/25/24 09:55:00.0	14.7432	72.199	0.179
09/25/24 10:00:00.0	14.7370	72.199	0.173
09/25/24 10:05:00.0	14.7367	72.028	0.172
09/25/24 10:10:00.0	14.7318	71.856	0.169
09/25/24 10:15:00.0	14.7252	71.683	0.165
09/25/24 10:20:00.0	14.7199	71.339	0.161
09/25/24 10:25:00.0	14.7129	70.995	0.155
09/25/24 10:30:00.0	14.7073	70.480	0.152
09/25/24 10:35:00.0	14.7051	70.137	0.150
09/25/24 10:40:00.0	14.7105	69.793	0.155
09/25/24 10:45:00.0	14.7176	69.449	0.161
09/25/24 10:50:00.0	14.7225	69.622	0.164
09/25/24 10:55:00.0	14.7267	70.137	0.166
09/25/24 11:00:00.0	14.7296	70.824	0.169
09/25/24 11:05:00.0	14.7252	71.683	0.162
09/25/24 11:10:00.0	14.7235	72.372	0.160
09/25/24 11:15:00.0	14.7226	72.718	0.160
09/25/24 11:20:00.0	14.7215	72.891	0.161
09/25/24 11:25:00.0	14.7342	73.062	0.169
09/25/24 11:30:00.0	14.7466	73.062	0.180
09/25/24 11:35:00.0	14.7569	73.580	0.185
09/25/24 11:40:00.0	14.7660	74.271	0.194
09/25/24 11:45:00.0	14.7741	75.312	0.201
09/25/24 11:50:00.0	14.7770	76.006	0.203
09/25/24 11:55:00.0	14.7754	76.703	0.202
09/25/24 12:00:00.0	14.7760	77.050	0.201
09/25/24 12:05:00.0	14.7751	77.400	0.201
09/25/24 12:10:00.0	14.7789	77.749	0.206
09/25/24 12:15:00.0	14.7824	77.923	0.207
09/25/24 12:20:00.0	14.7831	78.274	0.210
09/25/24 12:25:00.0	14.7834	78.449	0.210
09/25/24 12:30:00.0	14.7825	78.800	0.210
09/25/24 12:35:00.0	14.7875	78.975	0.216
09/25/24 12:40:00.0	14.7850	79.326	0.213
09/25/24 12:45:00.0	14.7822	79.502	0.212
09/25/24 12:50:00.0	14.7764	79.678	0.206
09/25/24 12:55:00.0	14.7663	80.029	0.198
09/25/24 13:00:00.0	14.7558	80.206	0.192
09/25/24 13:05:00.0	14.7527	80.206	0.190
09/25/24 13:10:00.0	14.7496	80.206	0.189
09/25/24 13:15:00.0	14.7438	80.382	0.187
09/25/24 13:20:00.0	14.7313	80.382	0.178
