"Date Time, GMT-07:00"	"Abs Pres, psi (LGR S/N: 22072298_duplicate, SEN S/N: 22072298, LBL: Frogspot_Pressure)"	"Temp, °F (LGR S/N: 22072298_duplicate, SEN S/N: 22072298, LBL: Frogspot_Temp)"	"Sensor Depth, meters (LGR S/N: null)"
09/11/24 00:55:00.0	14.6429	77.050	0.136
09/11/24 01:00:00.0	14.6363	77.050	0.131
09/11/24 01:05:00.0	14.6358	76.876	0.131
09/11/24 01:10:00.0	14.6407	76.876	0.137
09/11/24 01:15:00.0	14.6387	76.703	0.136
09/11/24 01:20:00.0	14.6387	76.703	0.135
09/11/24 01:25:00.0	14.6381	76.528	0.134
09/11/24 01:30:00.0	14.6398	76.528	0.135
09/11/24 01:35:00.0	14.6430	76.528	0.140
09/11/24 01:40:00.0	14.6392	76.354	0.135
09/11/24 01:45:00.0	14.6459	76.354	0.140
09/11/24 01:50:00.0	14.6453	76.181	0.139
09/11/24 01:55:00.0	14.6421	76.181	0.137
09/11/24 02:00:00.0	14.6449	76.006	0.141
09/11/24 02:05:00.0	14.6516	76.006	0.146
09/11/24 02:10:00.0	14.6477	75.832	0.144
09/11/24 02:15:00.0	14.6543	75.832	0.147
09/11/24 02:20:00.0	14.6506	75.659	0.146
09/11/24 02:25:00.0	14.6571	75.659	0.152
09/11/24 02:30:00.0	14.6588	75.659	0.150
09/11/24 02:35:00.0	14.6566	75.484	0.149
09/11/24 02:40:00.0	14.6566	75.484	0.150
09/11/24 02:45:00.0	14.6562	75.312	0.148
09/11/24 02:50:00.0	14.6611	75.312	0.152
09/11/24 02:55:00.0	14.6623	75.139	0.155
09/11/24 03:00:00.0	14.6590	75.139	0.152
09/11/24 03:05:00.0	14.6635	74.964	0.154
09/11/24 03:10:00.0	14.6552	74.964	0.150
09/11/24 03:15:00.0	14.6613	74.791	0.154
09/11/24 03:20:00.0	14.6595	74.791	0.153
09/11/24 03:25:00.0	14.6624	74.619	0.155
09/11/24 03:30:00.0	14.6575	74.619	0.151
09/11/24 03:35:00.0	14.6520	74.446	0.147
09/11/24 03:40:00.0	14.6587	74.446	0.151
09/11/24 03:45:00.0	14.6548	74.271	0.148
09/11/24 03:50:00.0	14.6548	74.271	0.150
09/11/24 03:55:00.0	14.6543	74.098	0.148
09/11/24 04:00:00.0	14.6527	74.098	0.147
09/11/24 04:05:00.0	14.6593	74.098	0.149
09/11/24 04:10:00.0	14.6588	73.926	0.151
09/11/24 04:15:00.0	14.6571	73.926	0.150
09/11/24 04:20:00.0	14.6566	73.753	0.148
09/11/24 04:25:00.0	14.6649	73.753	0.152
09/11/24 04:30:00.0	14.6627	73.580	0.151
09/11/24 04:35:00.0	14.6661	73.580	0.154
09/11/24 04:40:00.0	14.6672	73.407	0.154
09/11/24 04:45:00.0	14.6606	73.407	0.148
09/11/24 04:50:00.0	14.6688	73.407	0.155
09/11/24 04:55:00.0	14.6667	73.234	0.152
09/11/24 05:00:00.0	14.6716	73.234	0.156
09/11/24 05:05:00.0	14.6645	73.062	0.152
09/11/24 05:10:00.0	14.6694	73.062	0.155
09/11/24 05:15:00.0	14.6623	72.891	0.149
09/11/24 05:20:00.0	14.6701	72.718	0.155
09/11/24 05:25:00.0	14.6668	72.718	0.154
09/11/24 05:30:00.0	14.6597	72.545	0.149
09/11/24 05:35:00.0	14.6613	72.545	0.152
09/11/24 05:40:00.0	14.6575	72.372	0.148
09/11/24 05:45:00.0	14.6559	72.372	0.145
09/11/24 05:50:00.0	14.6587	72.199	0.147
09/11/24 05:55:00.0	14.6537	72.199	0.143
09/11/24 06:00:00.0	14.6582	72.028	0.147
09/11/24 06:05:00.0	14.6516	72.028	0.141
09/11/24 06:10:00.0	14.6561	71.856	0.143
09/11/24 06:15:00.0	14.6588	71.683	0.144
09/11/24 06:20:00.0	14.6588	71.683	0.143
09/11/24 06:25:00.0	14.6588	71.683	0.142
09/11/24 06:30:00.0	14.6566	71.512	0.141
09/11/24 06:35:00.0	14.6545	71.339	0.139
09/11/24 06:40:00.0	14.6627	71.339	0.145
09/11/24 06:45:00.0	14.6523	71.168	0.136
09/11/24 06:50:00.0	14.6590	71.168	0.140
09/11/24 06:55:00.0	14.6535	70.995	0.136
09/11/24 07:00:00.0	14.6535	70.995	0.137
09/11/24 07:05:00.0	14.6546	70.824	0.137
09/11/24 07:10:00.0	14.6678	70.824	0.147
09/11/24 07:15:00.0	14.6656	70.651	0.145
09/11/24 07:20:00.0	14.6706	70.651	0.148
09/11/24 07:25:00.0	14.6706	70.651	0.147
09/11/24 07:30:00.0	14.6751	70.480	0.151
09/11/24 07:35:00.0	14.6735	70.480	0.151
09/11/24 07:40:00.0	14.6812	70.308	0.155
09/11/24 07:45:00.0	14.6845	70.308	0.157
09/11/24 07:50:00.0	14.6823	70.137	0.154
09/11/24 07:55:00.0	14.6857	70.137	0.158
09/11/24 08:00:00.0	14.6888	70.137	0.159
09/11/24 08:05:00.0	14.6933	69.964	0.160
09/11/24 08:10:00.0	14.6933	69.964	0.159
09/11/24 08:15:00.0	14.6916	69.964	0.158
09/11/24 08:20:00.0	14.6928	69.793	0.156
09/11/24 08:25:00.0	14.6845	69.793	0.151
09/11/24 08:30:00.0	14.6878	69.793	0.153
09/11/24 08:35:00.0	14.6906	69.622	0.155
09/11/24 08:40:00.0	14.6857	69.622	0.151
09/11/24 08:45:00.0	14.6857	69.622	0.148
09/11/24 08:50:00.0	14.6874	69.622	0.149
09/11/24 08:55:00.0	14.6841	69.622	0.147
09/11/24 09:00:00.0	14.6823	69.622	0.145
09/11/24 09:05:00.0	14.6823	69.622	0.145
09/11/24 09:10:00.0	14.6774	69.622	0.140
09/11/24 09:15:00.0	14.6742	69.622	0.138
09/11/24 09:20:00.0	14.6758	69.622	0.136
09/11/24 09:25:00.0	14.6813	69.793	0.141
09/11/24 09:30:00.0	14.6697	69.793	0.134
09/11/24 09:35:00.0	14.6664	69.793	0.133
09/11/24 09:40:00.0	14.6713	69.793	0.137
09/11/24 09:45:00.0	14.6652	69.964	0.131
09/11/24 09:50:00.0	14.6703	69.964	0.138
09/11/24 09:55:00.0	14.6703	69.964	0.137
09/11/24 10:00:00.0	14.6674	70.137	0.134
09/11/24 10:05:00.0	14.6624	70.137	0.133
09/11/24 10:10:00.0	14.6624	70.137	0.133
09/11/24 10:15:00.0	14.6613	70.308	0.132
09/11/24 10:20:00.0	14.6564	70.308	0.128
09/11/24 10:25:00.0	14.6619	70.480	0.133
09/11/24 10:30:00.0	14.6603	70.480	0.132
09/11/24 10:35:00.0	14.6591	70.651	0.129
09/11/24 10:40:00.0	14.6623	70.651	0.130
09/11/24 10:45:00.0	14.6645	70.824	0.133
09/11/24 10:50:00.0	14.6629	70.824	0.134
09/11/24 10:55:00.0	14.6617	70.995	0.133
09/11/24 11:00:00.0	14.6606	71.168	0.134
09/11/24 11:05:00.0	14.6556	71.168	0.130
09/11/24 11:10:00.0	14.6594	71.339	0.132
09/11/24 11:15:00.0	14.6566	71.512	0.131
09/11/24 11:20:00.0	14.6582	71.512	0.133
09/11/24 11:25:00.0	14.6521	71.683	0.128
09/11/24 11:30:00.0	14.6511	71.856	0.130
09/11/24 11:35:00.0	14.6516	72.028	0.129
09/11/24 11:40:00.0	14.6471	72.199	0.128
09/11/24 11:45:00.0	14.6410	72.372	0.122
09/11/24 11:50:00.0	14.6416	72.545	0.123
09/11/24 11:55:00.0	14.6437	72.718	0.125
09/11/24 12:00:00.0	14.6469	72.718	0.128
09/11/24 12:05:00.0	14.6376	72.891	0.122
09/11/24 12:10:00.0	14.6430	73.062	0.125
09/11/24 12:15:00.0	14.6436	73.234	0.127
09/11/24 12:20:00.0	14.6424	73.407	0.127
09/11/24 12:25:00.0	14.6446	73.580	0.130
09/11/24 12:30:00.0	14.6466	73.753	0.131
09/11/24 12:35:00.0	14.6488	73.926	0.132
09/11/24 12:40:00.0	14.6477	74.098	0.133
09/11/24 12:45:00.0	14.6565	74.271	0.138
09/11/24 12:50:00.0	14.6603	74.446	0.142
09/11/24 12:55:00.0	14.6674	74.619	0.149
09/11/24 13:00:00.0	14.6707	74.619	0.153
09/11/24 13:05:00.0	14.6678	74.791	0.151
09/11/24 13:10:00.0	14.6700	74.964	0.153
09/11/24 13:15:00.0	14.6722	75.139	0.156
09/11/24 13:20:00.0	14.6710	75.312	0.152
09/11/24 13:25:00.0	14.6732	75.484	0.154
09/11/24 13:30:00.0	14.6720	75.659	0.155
09/11/24 13:35:00.0	14.6775	75.832	0.160
09/11/24 13:40:00.0	14.6713	76.006	0.154
09/11/24 13:45:00.0	14.6768	76.181	0.159
09/11/24 13:50:00.0	14.6674	76.354	0.153
09/11/24 13:55:00.0	14.6691	76.354	0.154
09/11/24 14:00:00.0	14.6613	76.528	0.151
09/11/24 14:05:00.0	14.6668	76.703	0.153
09/11/24 14:10:00.0	14.6606	76.876	0.149
09/11/24 14:15:00.0	14.6556	76.876	0.146
09/11/24 14:20:00.0	14.6495	77.050	0.145
09/11/24 14:25:00.0	14.6500	77.225	0.143
09/11/24 14:30:00.0	14.6472	77.400	0.141
09/11/24 14:35:00.0	14.6423	77.400	0.138
09/11/24 14:40:00.0	14.6443	77.574	0.138
09/11/24 14:45:00.0	14.6416	77.749	0.137
09/11/24 14:50:00.0	14.6416	77.749	0.139
09/11/24 14:55:00.0	14.6437	77.923	0.142
09/11/24 15:00:00.0	14.6408	78.098	0.139
09/11/24 15:05:00.0	14.6376	78.098	0.138
09/11/24 15:10:00.0	14.6414	78.274	0.138
09/11/24 15:15:00.0	14.6414	78.274	0.142
09/11/24 15:20:00.0	14.6320	78.449	0.134
09/11/24 15:25:00.0	14.6374	78.624	0.139
09/11/24 15:30:00.0	14.6358	78.624	0.137
09/11/24 15:35:00.0	14.6379	78.800	0.142
09/11/24 15:40:00.0	14.6346	78.800	0.139
09/11/24 15:45:00.0	14.6384	78.975	0.144
09/11/24 15:50:00.0	14.6400	78.975	0.144
09/11/24 15:55:00.0	14.6439	79.151	0.147
09/11/24 16:00:00.0	14.6439	79.151	0.148
09/11/24 16:05:00.0	14.6459	79.326	0.150
09/11/24 16:10:00.0	14.6443	79.326	0.151
09/11/24 16:15:00.0	14.6492	79.326	0.152
09/11/24 16:20:00.0	14.6481	79.502	0.153
09/11/24 16:25:00.0	14.6530	79.502	0.157
09/11/24 16:30:00.0	14.6548	79.502	0.157
09/11/24 16:35:00.0	14.6564	79.502	0.160
09/11/24 16:40:00.0	14.6552	79.678	0.161
09/11/24 16:45:00.0	14.6552	79.678	0.159
09/11/24 16:50:00.0	14.6568	79.678	0.160
09/11/24 16:55:00.0	14.6552	79.678	0.161
09/11/24 17:00:00.0	14.6619	79.678	0.162
09/11/24 17:05:00.0	14.6635	79.678	0.164
09/11/24 17:10:00.0	14.6668	79.678	0.166
09/11/24 17:15:00.0	14.6619	79.678	0.163
09/11/24 17:20:00.0	14.6784	79.678	0.175
09/11/24 17:25:00.0	14.6717	79.678	0.170
09/11/24 17:30:00.0	14.6635	79.678	0.164
09/11/24 17:35:00.0	14.6701	79.678	0.170
09/11/24 17:40:00.0	14.6668	79.678	0.169
09/11/24 17:45:00.0	14.6684	79.678	0.169
09/11/24 17:50:00.0	14.6729	79.502	0.173
09/11/24 17:55:00.0	14.6680	79.502	0.169
09/11/24 18:00:00.0	14.6729	79.502	0.174
09/11/24 18:05:00.0	14.6729	79.502	0.173
09/11/24 18:10:00.0	14.6630	79.502	0.168
09/11/24 18:15:00.0	14.6680	79.502	0.170
09/11/24 18:20:00.0	14.6713	79.502	0.174
09/11/24 18:25:00.0	14.6630	79.502	0.169
09/11/24 18:30:00.0	14.6680	79.502	0.173
09/11/24 18:35:00.0	14.6664	79.502	0.174
09/11/24 18:40:00.0	14.6713	79.502	0.177
09/11/24 18:45:00.0	14.6630	79.502	0.171
09/11/24 18:50:00.0	14.6664	79.502	0.173
09/11/24 18:55:00.0	14.6746	79.502	0.180
09/11/24 19:00:00.0	14.6658	79.326	0.174
09/11/24 19:05:00.0	14.6725	79.326	0.178
09/11/24 19:10:00.0	14.6575	79.326	0.167
09/11/24 19:15:00.0	14.6658	79.326	0.175
09/11/24 19:20:00.0	14.6575	79.326	0.168
09/11/24 19:25:00.0	14.6542	79.326	0.164
09/11/24 19:30:00.0	14.6587	79.151	0.168
09/11/24 19:35:00.0	14.6504	79.151	0.163
09/11/24 19:40:00.0	14.6553	79.151	0.165
09/11/24 19:45:00.0	14.6471	79.151	0.161
09/11/24 19:50:00.0	14.6466	78.975	0.160
09/11/24 19:55:00.0	14.6565	78.975	0.168
09/11/24 20:00:00.0	14.6482	78.975	0.161
09/11/24 20:05:00.0	14.6565	78.975	0.167
09/11/24 20:10:00.0	14.6500	78.975	0.163
09/11/24 20:15:00.0	14.6511	78.800	0.163
09/11/24 20:20:00.0	14.6577	78.800	0.165
09/11/24 20:25:00.0	14.6594	78.800	0.165
09/11/24 20:30:00.0	14.6639	78.624	0.168
09/11/24 20:35:00.0	14.6572	78.624	0.163
09/11/24 20:40:00.0	14.6639	78.624	0.169
09/11/24 20:45:00.0	14.6787	78.624	0.180
09/11/24 20:50:00.0	14.6716	78.449	0.174
09/11/24 20:55:00.0	14.6749	78.449	0.173
09/11/24 21:00:00.0	14.6849	78.449	0.182
09/11/24 21:05:00.0	14.6783	78.449	0.177
09/11/24 21:10:00.0	14.6926	78.274	0.187
09/11/24 21:15:00.0	14.6877	78.274	0.183
09/11/24 21:20:00.0	14.6926	78.274	0.189
09/11/24 21:25:00.0	14.6906	78.098	0.185
09/11/24 21:30:00.0	14.7038	78.098	0.196
09/11/24 21:35:00.0	14.7103	78.098	0.201
09/11/24 21:40:00.0	14.6967	77.923	0.192
09/11/24 21:45:00.0	14.7016	77.923	0.197
09/11/24 21:50:00.0	14.7065	77.923	0.198
09/11/24 21:55:00.0	14.7032	77.923	0.196
09/11/24 22:00:00.0	14.7012	77.749	0.196
09/11/24 22:05:00.0	14.6994	77.749	0.194
09/11/24 22:10:00.0	14.7044	77.749	0.196
09/11/24 22:15:00.0	14.7023	77.574	0.194
09/11/24 22:20:00.0	14.7039	77.574	0.198
09/11/24 22:25:00.0	14.7006	77.574	0.195
09/11/24 22:30:00.0	14.7067	77.400	0.199
09/11/24 22:35:00.0	14.6984	77.400	0.194
09/11/24 22:40:00.0	14.7051	77.400	0.197
09/11/24 22:45:00.0	14.6897	77.225	0.186
09/11/24 22:50:00.0	14.6964	77.225	0.191
09/11/24 22:55:00.0	14.6946	77.225	0.191
09/11/24 23:00:00.0	14.6893	77.050	0.190
09/11/24 23:05:00.0	14.6810	77.050	0.181
09/11/24 23:10:00.0	14.6804	76.876	0.182
09/11/24 23:15:00.0	14.6871	76.876	0.184
09/11/24 23:20:00.0	14.6822	76.876	0.181
09/11/24 23:25:00.0	14.6651	76.703	0.170
09/11/24 23:30:00.0	14.6668	76.703	0.169
09/11/24 23:35:00.0	14.6597	76.528	0.166
09/11/24 23:40:00.0	14.6646	76.528	0.168
09/11/24 23:45:00.0	14.6646	76.528	0.168
09/11/24 23:50:00.0	14.6629	76.528	0.167
09/11/24 23:55:00.0	14.6542	76.354	0.162
09/12/24 00:00:00.0	14.6508	76.354	0.162
09/12/24 00:05:00.0	14.6492	76.354	0.158
09/12/24 00:10:00.0	14.6520	76.181	0.159
09/12/24 00:15:00.0	14.6388	76.181	0.153
09/12/24 00:20:00.0	14.6404	76.181	0.153
09/12/24 00:25:00.0	14.6300	76.006	0.147
09/12/24 00:30:00.0	14.6284	76.006	0.146
09/12/24 00:35:00.0	14.6300	76.006	0.148
09/12/24 00:40:00.0	14.6262	75.832	0.145
09/12/24 00:45:00.0	14.6279	75.832	0.147
09/12/24 00:50:00.0	14.6228	75.832	0.145
09/12/24 00:55:00.0	14.6240	75.659	0.144
09/12/24 01:00:00.0	14.6208	75.659	0.144
09/12/24 01:05:00.0	14.6157	75.659	0.138
09/12/24 01:10:00.0	14.6153	75.484	0.140
09/12/24 01:15:00.0	14.6120	75.484	0.138
09/12/24 01:20:00.0	14.6137	75.484	0.138
09/12/24 01:25:00.0	14.6131	75.312	0.138
09/12/24 01:30:00.0	14.6131	75.312	0.139
09/12/24 01:35:00.0	14.6131	75.312	0.141
09/12/24 01:40:00.0	14.6143	75.139	0.141
09/12/24 01:45:00.0	14.6044	75.139	0.133
09/12/24 01:50:00.0	14.6094	75.139	0.137
09/12/24 01:55:00.0	14.6105	74.964	0.140
09/12/24 02:00:00.0	14.6105	74.964	0.140
09/12/24 02:05:00.0	14.6101	74.791	0.140
09/12/24 02:10:00.0	14.6001	74.791	0.133
09/12/24 02:15:00.0	14.6034	74.791	0.137
09/12/24 02:20:00.0	14.6133	74.791	0.143
09/12/24 02:25:00.0	14.6062	74.619	0.139
09/12/24 02:30:00.0	14.6079	74.619	0.139
09/12/24 02:35:00.0	14.6030	74.619	0.137
09/12/24 02:40:00.0	14.6024	74.446	0.137
09/12/24 02:45:00.0	14.5975	74.446	0.133
09/12/24 02:50:00.0	14.6024	74.446	0.137
09/12/24 02:55:00.0	14.5970	74.271	0.133
09/12/24 03:00:00.0	14.5986	74.271	0.136
09/12/24 03:05:00.0	14.6031	74.098	0.138
09/12/24 03:10:00.0	14.5980	74.098	0.134
09/12/24 03:15:00.0	14.6014	74.098	0.137
09/12/24 03:20:00.0	14.6047	74.098	0.139
09/12/24 03:25:00.0	14.5976	73.926	0.134
09/12/24 03:30:00.0	14.6009	73.926	0.136
09/12/24 03:35:00.0	14.5976	73.926	0.135
09/12/24 03:40:00.0	14.6054	73.753	0.142
09/12/24 03:45:00.0	14.6004	73.753	0.135
09/12/24 03:50:00.0	14.6070	73.753	0.142
09/12/24 03:55:00.0	14.6049	73.580	0.141
09/12/24 04:00:00.0	14.6033	73.580	0.137
09/12/24 04:05:00.0	14.6082	73.580	0.140
09/12/24 04:10:00.0	14.6115	73.580	0.143
09/12/24 04:15:00.0	14.6094	73.407	0.143
09/12/24 04:20:00.0	14.6076	73.407	0.142
09/12/24 04:25:00.0	14.6076	73.407	0.139
09/12/24 04:30:00.0	14.6023	73.234	0.137
09/12/24 04:35:00.0	14.6023	73.234	0.138
09/12/24 04:40:00.0	14.6038	73.234	0.139
09/12/24 04:45:00.0	14.6056	73.234	0.139
09/12/24 04:50:00.0	14.6068	73.062	0.139
09/12/24 04:55:00.0	14.5985	73.062	0.132
09/12/24 05:00:00.0	14.6017	73.062	0.134
09/12/24 05:05:00.0	14.5963	72.891	0.131
09/12/24 05:10:00.0	14.6062	72.891	0.139
09/12/24 05:15:00.0	14.6012	72.891	0.131
09/12/24 05:20:00.0	14.6028	72.891	0.133
09/12/24 05:25:00.0	14.6073	72.718	0.138
09/12/24 05:30:00.0	14.6057	72.718	0.136
09/12/24 05:35:00.0	14.6024	72.718	0.134
09/12/24 05:40:00.0	14.6052	72.545	0.136
09/12/24 05:45:00.0	14.6002	72.545	0.132
09/12/24 05:50:00.0	14.6052	72.545	0.135
09/12/24 05:55:00.0	14.6014	72.372	0.133
09/12/24 06:00:00.0	14.6081	72.372	0.134
09/12/24 06:05:00.0	14.6130	72.372	0.138
09/12/24 06:10:00.0	14.6112	72.372	0.138
09/12/24 06:15:00.0	14.6108	72.199	0.134
09/12/24 06:20:00.0	14.6124	72.199	0.135
09/12/24 06:25:00.0	14.6207	72.199	0.142
09/12/24 06:30:00.0	14.6202	72.028	0.139
09/12/24 06:35:00.0	14.6234	72.028	0.142
09/12/24 06:40:00.0	14.6218	72.028	0.139
09/12/24 06:45:00.0	14.6214	71.856	0.140
09/12/24 06:50:00.0	14.6263	71.856	0.144
09/12/24 06:55:00.0	14.6263	71.856	0.143
09/12/24 07:00:00.0	14.6246	71.856	0.141
09/12/24 07:05:00.0	14.6275	71.683	0.140
09/12/24 07:10:00.0	14.6307	71.683	0.143
09/12/24 07:15:00.0	14.6291	71.683	0.143
09/12/24 07:20:00.0	14.6302	71.512	0.142
09/12/24 07:25:00.0	14.6302	71.512	0.143
09/12/24 07:30:00.0	14.6269	71.512	0.140
09/12/24 07:35:00.0	14.6265	71.339	0.141
09/12/24 07:40:00.0	14.6247	71.339	0.138
09/12/24 07:45:00.0	14.6247	71.339	0.137
09/12/24 07:50:00.0	14.6226	71.168	0.137
09/12/24 07:55:00.0	14.6259	71.168	0.139
09/12/24 08:00:00.0	14.6243	71.168	0.139
09/12/24 08:05:00.0	14.6255	70.995	0.135
09/12/24 08:10:00.0	14.6271	70.995	0.137
09/12/24 08:15:00.0	14.6221	70.995	0.136
09/12/24 08:20:00.0	14.6221	70.995	0.134
09/12/24 08:25:00.0	14.6271	70.995	0.138
09/12/24 08:30:00.0	14.6249	70.824	0.134
09/12/24 08:35:00.0	14.6215	70.824	0.134
09/12/24 08:40:00.0	14.6282	70.824	0.138
09/12/24 08:45:00.0	14.6215	70.824	0.133
09/12/24 08:50:00.0	14.6294	70.651	0.138
09/12/24 08:55:00.0	14.6327	70.651	0.140
09/12/24 09:00:00.0	14.6343	70.651	0.141
09/12/24 09:05:00.0	14.6294	70.651	0.138
09/12/24 09:10:00.0	14.6359	70.651	0.141
09/12/24 09:15:00.0	14.6442	70.651	0.146
09/12/24 09:20:00.0	14.6404	70.480	0.144
09/12/24 09:25:00.0	14.6469	70.480	0.148
09/12/24 09:30:00.0	14.6404	70.480	0.142
09/12/24 09:35:00.0	14.6487	70.480	0.148
09/12/24 09:40:00.0	14.6469	70.480	0.146
09/12/24 09:45:00.0	14.6453	70.480	0.145
09/12/24 09:50:00.0	14.6481	70.308	0.148
09/12/24 09:55:00.0	14.6432	70.308	0.144
09/12/24 10:00:00.0	14.6416	70.308	0.144
09/12/24 10:05:00.0	14.6449	70.308	0.143
09/12/24 10:10:00.0	14.6481	70.308	0.146
09/12/24 10:15:00.0	14.6337	70.480	0.138
09/12/24 10:20:00.0	14.6388	70.480	0.140
09/12/24 10:25:00.0	14.6388	70.480	0.142
09/12/24 10:30:00.0	14.6305	70.480	0.134
09/12/24 10:35:00.0	14.6404	70.480	0.142
09/12/24 10:40:00.0	14.6294	70.651	0.133
09/12/24 10:45:00.0	14.6310	70.651	0.133
09/12/24 10:50:00.0	14.6327	70.651	0.136
09/12/24 10:55:00.0	14.6266	70.824	0.133
09/12/24 11:00:00.0	14.6298	70.824	0.135
09/12/24 11:05:00.0	14.6271	70.995	0.133
09/12/24 11:10:00.0	14.6304	70.995	0.136
09/12/24 11:15:00.0	14.6308	71.168	0.136
09/12/24 11:20:00.0	14.6247	71.339	0.132
09/12/24 11:25:00.0	14.6214	71.339	0.130
09/12/24 11:30:00.0	14.6352	71.512	0.138
09/12/24 11:35:00.0	14.6302	71.512	0.136
09/12/24 11:40:00.0	14.6291	71.683	0.135
09/12/24 11:45:00.0	14.6307	71.683	0.137
09/12/24 11:50:00.0	14.6313	71.856	0.136
