"Date Time, GMT-07:00"	"Abs Pres, psi (LGR S/N: 22072300_duplicate, SEN S/N: 22072300)"	"Temp, °F (LGR S/N: 22072300_duplicate, SEN S/N: 22072300)"	"Sensor Depth, meters (LGR S/N: null)"
09/11/24 01:05:00.0	14.7612	78.624	0.219
09/11/24 01:10:00.0	14.7558	78.624	0.218
09/11/24 01:15:00.0	14.7524	78.624	0.216
09/11/24 01:20:00.0	14.7518	78.449	0.215
09/11/24 01:25:00.0	14.7518	78.449	0.214
09/11/24 01:30:00.0	14.7482	78.449	0.211
09/11/24 01:35:00.0	14.7447	78.449	0.211
09/11/24 01:40:00.0	14.7405	78.274	0.206
09/11/24 01:45:00.0	14.7387	78.274	0.205
09/11/24 01:50:00.0	14.7370	78.274	0.204
09/11/24 01:55:00.0	14.7347	78.098	0.202
09/11/24 02:00:00.0	14.7310	78.098	0.202
09/11/24 02:05:00.0	14.7276	78.098	0.199
09/11/24 02:10:00.0	14.7287	77.923	0.201
09/11/24 02:15:00.0	14.7199	77.923	0.193
09/11/24 02:20:00.0	14.7199	77.923	0.195
09/11/24 02:25:00.0	14.7210	77.749	0.197
09/11/24 02:30:00.0	14.7228	77.749	0.195
09/11/24 02:35:00.0	14.7210	77.749	0.194
09/11/24 02:40:00.0	14.7157	77.749	0.192
09/11/24 02:45:00.0	14.7186	77.574	0.192
09/11/24 02:50:00.0	14.7151	77.574	0.190
09/11/24 02:55:00.0	14.7186	77.574	0.194
09/11/24 03:00:00.0	14.7180	77.400	0.194
09/11/24 03:05:00.0	14.7180	77.400	0.192
09/11/24 03:10:00.0	14.7161	77.400	0.193
09/11/24 03:15:00.0	14.7208	77.225	0.196
09/11/24 03:20:00.0	14.7208	77.225	0.197
09/11/24 03:25:00.0	14.7225	77.225	0.198
09/11/24 03:30:00.0	14.7202	77.050	0.196
09/11/24 03:35:00.0	14.7237	77.050	0.198
09/11/24 03:40:00.0	14.7271	77.050	0.199
09/11/24 03:45:00.0	14.7264	76.876	0.199
09/11/24 03:50:00.0	14.7300	76.876	0.203
09/11/24 03:55:00.0	14.7283	76.876	0.200
09/11/24 04:00:00.0	14.7310	76.703	0.202
09/11/24 04:05:00.0	14.7310	76.703	0.200
09/11/24 04:10:00.0	14.7328	76.703	0.203
09/11/24 04:15:00.0	14.7357	76.528	0.205
09/11/24 04:20:00.0	14.7357	76.528	0.204
09/11/24 04:25:00.0	14.7403	76.354	0.206
09/11/24 04:30:00.0	14.7384	76.354	0.204
09/11/24 04:35:00.0	14.7403	76.354	0.206
09/11/24 04:40:00.0	14.7344	76.181	0.202
09/11/24 04:45:00.0	14.7379	76.181	0.203
09/11/24 04:50:00.0	14.7396	76.181	0.205
09/11/24 04:55:00.0	14.7371	76.006	0.202
09/11/24 05:00:00.0	14.7354	76.006	0.201
09/11/24 05:05:00.0	14.7400	75.832	0.206
09/11/24 05:10:00.0	14.7400	75.832	0.205
09/11/24 05:15:00.0	14.7400	75.832	0.204
09/11/24 05:20:00.0	14.7393	75.659	0.204
09/11/24 05:25:00.0	14.7376	75.659	0.204
09/11/24 05:30:00.0	14.7368	75.484	0.204
09/11/24 05:35:00.0	14.7368	75.484	0.205
09/11/24 05:40:00.0	14.7422	75.484	0.208
09/11/24 05:45:00.0	14.7380	75.312	0.203
09/11/24 05:50:00.0	14.7380	75.312	0.203
09/11/24 05:55:00.0	14.7425	75.139	0.206
09/11/24 06:00:00.0	14.7442	75.139	0.208
09/11/24 06:05:00.0	14.7425	75.139	0.205
09/11/24 06:10:00.0	14.7437	74.964	0.205
09/11/24 06:15:00.0	14.7454	74.964	0.205
09/11/24 06:20:00.0	14.7471	74.964	0.206
09/11/24 06:25:00.0	14.7499	74.791	0.207
09/11/24 06:30:00.0	14.7482	74.791	0.205
09/11/24 06:35:00.0	14.7493	74.619	0.206
09/11/24 06:40:00.0	14.7476	74.619	0.205
09/11/24 06:45:00.0	14.7511	74.619	0.206
09/11/24 06:50:00.0	14.7503	74.446	0.204
09/11/24 06:55:00.0	14.7538	74.446	0.206
09/11/24 07:00:00.0	14.7503	74.446	0.205
09/11/24 07:05:00.0	14.7461	74.271	0.202
09/11/24 07:10:00.0	14.7479	74.271	0.203
09/11/24 07:15:00.0	14.7471	74.098	0.202
09/11/24 07:20:00.0	14.7419	74.098	0.198
09/11/24 07:25:00.0	14.7437	74.098	0.199
09/11/24 07:30:00.0	14.7454	74.098	0.200
09/11/24 07:35:00.0	14.7448	73.926	0.202
09/11/24 07:40:00.0	14.7412	73.926	0.198
09/11/24 07:45:00.0	14.7395	73.926	0.196
09/11/24 07:50:00.0	14.7406	73.753	0.196
09/11/24 07:55:00.0	14.7424	73.753	0.198
09/11/24 08:00:00.0	14.7382	73.580	0.193
09/11/24 08:05:00.0	14.7399	73.580	0.193
09/11/24 08:10:00.0	14.7434	73.580	0.194
09/11/24 08:15:00.0	14.7409	73.407	0.193
09/11/24 08:20:00.0	14.7409	73.407	0.190
09/11/24 08:25:00.0	14.7427	73.407	0.192
09/11/24 08:30:00.0	14.7444	73.407	0.193
09/11/24 08:35:00.0	14.7479	73.407	0.196
09/11/24 08:40:00.0	14.7444	73.407	0.193
09/11/24 08:45:00.0	14.7498	73.407	0.193
09/11/24 08:50:00.0	14.7525	73.234	0.195
09/11/24 08:55:00.0	14.7543	73.234	0.197
09/11/24 09:00:00.0	14.7560	73.234	0.197
09/11/24 09:05:00.0	14.7560	73.234	0.197
09/11/24 09:10:00.0	14.7595	73.234	0.198
09/11/24 09:15:00.0	14.7612	73.234	0.199
09/11/24 09:20:00.0	14.7612	73.234	0.196
09/11/24 09:25:00.0	14.7624	73.062	0.198
09/11/24 09:30:00.0	14.7605	73.062	0.198
09/11/24 09:35:00.0	14.7605	73.062	0.199
09/11/24 09:40:00.0	14.7605	73.062	0.200
09/11/24 09:45:00.0	14.7588	73.062	0.197
09/11/24 09:50:00.0	14.7605	73.062	0.202
09/11/24 09:55:00.0	14.7605	73.062	0.201
09/11/24 10:00:00.0	14.7605	73.062	0.200
09/11/24 10:05:00.0	14.7570	73.062	0.199
09/11/24 10:10:00.0	14.7570	73.062	0.199
09/11/24 10:15:00.0	14.7570	73.062	0.199
09/11/24 10:20:00.0	14.7535	73.062	0.196
09/11/24 10:25:00.0	14.7500	73.062	0.195
09/11/24 10:30:00.0	14.7518	73.062	0.196
09/11/24 10:35:00.0	14.7518	73.062	0.195
09/11/24 10:40:00.0	14.7508	73.234	0.193
09/11/24 10:45:00.0	14.7473	73.234	0.191
09/11/24 10:50:00.0	14.7473	73.234	0.194
09/11/24 10:55:00.0	14.7437	73.234	0.191
09/11/24 11:00:00.0	14.7402	73.234	0.190
09/11/24 11:05:00.0	14.7427	73.407	0.192
09/11/24 11:10:00.0	14.7392	73.407	0.189
09/11/24 11:15:00.0	14.7392	73.407	0.189
09/11/24 11:20:00.0	14.7399	73.580	0.190
09/11/24 11:25:00.0	14.7399	73.580	0.190
09/11/24 11:30:00.0	14.7364	73.580	0.190
09/11/24 11:35:00.0	14.7347	73.580	0.188
09/11/24 11:40:00.0	14.7318	73.753	0.188
09/11/24 11:45:00.0	14.7283	73.753	0.184
09/11/24 11:50:00.0	14.7266	73.753	0.183
09/11/24 11:55:00.0	14.7255	73.926	0.183
09/11/24 12:00:00.0	14.7237	73.926	0.182
09/11/24 12:05:00.0	14.7209	74.098	0.181
09/11/24 12:10:00.0	14.7244	74.098	0.183
09/11/24 12:15:00.0	14.7226	74.098	0.183
09/11/24 12:20:00.0	14.7181	74.271	0.181
09/11/24 12:25:00.0	14.7164	74.271	0.180
09/11/24 12:30:00.0	14.7135	74.446	0.178
09/11/24 12:35:00.0	14.7135	74.446	0.177
09/11/24 12:40:00.0	14.7125	74.619	0.178
09/11/24 12:45:00.0	14.7090	74.619	0.175
09/11/24 12:50:00.0	14.7107	74.619	0.177
09/11/24 12:55:00.0	14.7044	74.791	0.175
09/11/24 13:00:00.0	14.7061	74.791	0.178
09/11/24 13:05:00.0	14.7061	74.791	0.178
09/11/24 13:10:00.0	14.6997	74.964	0.174
09/11/24 13:15:00.0	14.6997	74.964	0.176
09/11/24 13:20:00.0	14.7004	75.139	0.173
09/11/24 13:25:00.0	14.6970	75.139	0.171
09/11/24 13:30:00.0	14.7012	75.312	0.176
09/11/24 13:35:00.0	14.6994	75.312	0.175
09/11/24 13:40:00.0	14.6977	75.312	0.173
09/11/24 13:45:00.0	14.7000	75.484	0.175
09/11/24 13:50:00.0	14.7018	75.484	0.177
09/11/24 13:55:00.0	14.7018	75.484	0.177
09/11/24 14:00:00.0	14.7060	75.659	0.183
09/11/24 14:05:00.0	14.7077	75.659	0.182
09/11/24 14:10:00.0	14.7094	75.659	0.183
09/11/24 14:15:00.0	14.7154	75.832	0.188
09/11/24 14:20:00.0	14.7171	75.832	0.193
09/11/24 14:25:00.0	14.7208	75.832	0.193
09/11/24 14:30:00.0	14.7231	76.006	0.195
09/11/24 14:35:00.0	14.7250	76.006	0.197
09/11/24 14:40:00.0	14.7273	76.181	0.197
09/11/24 14:45:00.0	14.7308	76.181	0.200
09/11/24 14:50:00.0	14.7308	76.181	0.202
09/11/24 14:55:00.0	14.7297	76.354	0.203
09/11/24 15:00:00.0	14.7297	76.354	0.202
09/11/24 15:05:00.0	14.7305	76.528	0.204
09/11/24 15:10:00.0	14.7286	76.528	0.200
09/11/24 15:15:00.0	14.7251	76.528	0.201
09/11/24 15:20:00.0	14.7276	76.703	0.202
09/11/24 15:25:00.0	14.7258	76.703	0.202
09/11/24 15:30:00.0	14.7223	76.703	0.198
09/11/24 15:35:00.0	14.7170	76.703	0.198
09/11/24 15:40:00.0	14.7177	76.876	0.197
09/11/24 15:45:00.0	14.7160	76.876	0.198
09/11/24 15:50:00.0	14.7107	76.876	0.194
09/11/24 15:55:00.0	14.7071	76.876	0.192
09/11/24 16:00:00.0	14.7054	76.876	0.192
09/11/24 16:05:00.0	14.7009	77.050	0.189
09/11/24 16:10:00.0	14.6990	77.050	0.189
09/11/24 16:15:00.0	14.6990	77.050	0.188
09/11/24 16:20:00.0	14.6955	77.050	0.187
09/11/24 16:25:00.0	14.6973	77.050	0.188
09/11/24 16:30:00.0	14.6973	77.050	0.187
09/11/24 16:35:00.0	14.6955	77.050	0.187
09/11/24 16:40:00.0	14.6938	77.050	0.188
09/11/24 16:45:00.0	14.6955	77.050	0.187
09/11/24 16:50:00.0	14.6990	77.050	0.190
09/11/24 16:55:00.0	14.6973	77.050	0.190
09/11/24 17:00:00.0	14.6980	77.225	0.188
09/11/24 17:05:00.0	14.6980	77.225	0.188
09/11/24 17:10:00.0	14.7032	77.225	0.191
09/11/24 17:15:00.0	14.7032	77.225	0.192
09/11/24 17:20:00.0	14.7049	77.225	0.194
09/11/24 17:25:00.0	14.7067	77.225	0.195
09/11/24 17:30:00.0	14.7086	77.225	0.196
09/11/24 17:35:00.0	14.7138	77.225	0.201
09/11/24 17:40:00.0	14.7138	77.225	0.202
09/11/24 17:45:00.0	14.7155	77.225	0.202
09/11/24 17:50:00.0	14.7190	77.225	0.205
09/11/24 17:55:00.0	14.7180	77.400	0.204
09/11/24 18:00:00.0	14.7215	77.400	0.208
09/11/24 18:05:00.0	14.7215	77.400	0.208
09/11/24 18:10:00.0	14.7232	77.400	0.210
09/11/24 18:15:00.0	14.7250	77.400	0.210
09/11/24 18:20:00.0	14.7267	77.400	0.213
09/11/24 18:25:00.0	14.7267	77.400	0.213
09/11/24 18:30:00.0	14.7284	77.400	0.215
09/11/24 18:35:00.0	14.7284	77.400	0.218
09/11/24 18:40:00.0	14.7309	77.574	0.219
09/11/24 18:45:00.0	14.7309	77.574	0.219
09/11/24 18:50:00.0	14.7326	77.574	0.219
09/11/24 18:55:00.0	14.7344	77.574	0.222
09/11/24 19:00:00.0	14.7361	77.574	0.224
09/11/24 19:05:00.0	14.7361	77.574	0.223
09/11/24 19:10:00.0	14.7390	77.400	0.225
09/11/24 19:15:00.0	14.7390	77.400	0.227
09/11/24 19:20:00.0	14.7355	77.400	0.223
09/11/24 19:25:00.0	14.7373	77.400	0.223
09/11/24 19:30:00.0	14.7408	77.400	0.226
09/11/24 19:35:00.0	14.7425	77.400	0.228
09/11/24 19:40:00.0	14.7442	77.400	0.227
09/11/24 19:45:00.0	14.7418	77.225	0.228
09/11/24 19:50:00.0	14.7418	77.225	0.227
09/11/24 19:55:00.0	14.7454	77.225	0.230
09/11/24 20:00:00.0	14.7437	77.225	0.228
09/11/24 20:05:00.0	14.7437	77.225	0.228
09/11/24 20:10:00.0	14.7489	77.225	0.233
09/11/24 20:15:00.0	14.7471	77.225	0.231
09/11/24 20:20:00.0	14.7471	77.225	0.229
09/11/24 20:25:00.0	14.7464	77.050	0.226
09/11/24 20:30:00.0	14.7464	77.050	0.226
09/11/24 20:35:00.0	14.7464	77.050	0.226
09/11/24 20:40:00.0	14.7429	77.050	0.224
09/11/24 20:45:00.0	14.7395	77.050	0.223
09/11/24 20:50:00.0	14.7412	77.050	0.223
09/11/24 20:55:00.0	14.7412	77.050	0.220
09/11/24 21:00:00.0	14.7412	77.050	0.221
09/11/24 21:05:00.0	14.7395	77.050	0.220
09/11/24 21:10:00.0	14.7353	76.876	0.217
09/11/24 21:15:00.0	14.7370	76.876	0.218
09/11/24 21:20:00.0	14.7370	76.876	0.220
09/11/24 21:25:00.0	14.7405	76.876	0.220
09/11/24 21:30:00.0	14.7387	76.876	0.221
09/11/24 21:35:00.0	14.7370	76.876	0.220
09/11/24 21:40:00.0	14.7405	76.876	0.223
09/11/24 21:45:00.0	14.7440	76.876	0.227
09/11/24 21:50:00.0	14.7440	76.876	0.224
09/11/24 21:55:00.0	14.7493	76.876	0.229
09/11/24 22:00:00.0	14.7511	76.876	0.231
09/11/24 22:05:00.0	14.7521	76.703	0.231
09/11/24 22:10:00.0	14.7592	76.703	0.235
09/11/24 22:15:00.0	14.7592	76.703	0.234
09/11/24 22:20:00.0	14.7609	76.703	0.238
09/11/24 22:25:00.0	14.7644	76.703	0.240
09/11/24 22:30:00.0	14.7679	76.703	0.242
09/11/24 22:35:00.0	14.7714	76.703	0.245
09/11/24 22:40:00.0	14.7733	76.703	0.245
09/11/24 22:45:00.0	14.7714	76.703	0.243
09/11/24 22:50:00.0	14.7767	76.703	0.247
09/11/24 22:55:00.0	14.7795	76.528	0.251
09/11/24 23:00:00.0	14.7812	76.528	0.255
09/11/24 23:05:00.0	14.7830	76.528	0.253
09/11/24 23:10:00.0	14.7830	76.528	0.254
09/11/24 23:15:00.0	14.7866	76.528	0.254
09/11/24 23:20:00.0	14.7812	76.528	0.251
09/11/24 23:25:00.0	14.7866	76.528	0.256
09/11/24 23:30:00.0	14.7830	76.528	0.251
09/11/24 23:35:00.0	14.7830	76.528	0.253
09/11/24 23:40:00.0	14.7830	76.528	0.252
09/11/24 23:45:00.0	14.7812	76.528	0.250
09/11/24 23:50:00.0	14.7849	76.528	0.253
09/11/24 23:55:00.0	14.7778	76.528	0.249
09/12/24 00:00:00.0	14.7772	76.354	0.251
09/12/24 00:05:00.0	14.7772	76.354	0.248
09/12/24 00:10:00.0	14.7735	76.354	0.245
09/12/24 00:15:00.0	14.7666	76.354	0.243
09/12/24 00:20:00.0	14.7683	76.354	0.243
09/12/24 00:25:00.0	14.7614	76.354	0.240
09/12/24 00:30:00.0	14.7596	76.354	0.238
09/12/24 00:35:00.0	14.7543	76.354	0.235
09/12/24 00:40:00.0	14.7537	76.181	0.235
09/12/24 00:45:00.0	14.7519	76.181	0.234
09/12/24 00:50:00.0	14.7466	76.181	0.233
09/12/24 00:55:00.0	14.7431	76.181	0.228
09/12/24 01:00:00.0	14.7413	76.181	0.229
09/12/24 01:05:00.0	14.7361	76.181	0.223
09/12/24 01:10:00.0	14.7319	76.006	0.222
09/12/24 01:15:00.0	14.7284	76.006	0.221
09/12/24 01:20:00.0	14.7231	76.006	0.216
09/12/24 01:25:00.0	14.7231	76.006	0.216
09/12/24 01:30:00.0	14.7178	76.006	0.213
09/12/24 01:35:00.0	14.7154	75.832	0.213
09/12/24 01:40:00.0	14.7084	75.832	0.207
09/12/24 01:45:00.0	14.7067	75.832	0.205
09/12/24 01:50:00.0	14.7067	75.832	0.205
09/12/24 01:55:00.0	14.7015	75.832	0.205
09/12/24 02:00:00.0	14.7015	75.832	0.205
09/12/24 02:05:00.0	14.6973	75.659	0.202
09/12/24 02:10:00.0	14.6973	75.659	0.201
09/12/24 02:15:00.0	14.6955	75.659	0.202
09/12/24 02:20:00.0	14.6920	75.659	0.199
09/12/24 02:25:00.0	14.6901	75.659	0.198
09/12/24 02:30:00.0	14.6861	75.484	0.194
09/12/24 02:35:00.0	14.6896	75.484	0.198
09/12/24 02:40:00.0	14.6861	75.484	0.196
09/12/24 02:45:00.0	14.6843	75.484	0.194
09/12/24 02:50:00.0	14.6825	75.484	0.193
09/12/24 02:55:00.0	14.6807	75.484	0.192
09/12/24 03:00:00.0	14.6784	75.312	0.192
09/12/24 03:05:00.0	14.6801	75.312	0.192
09/12/24 03:10:00.0	14.6784	75.312	0.191
09/12/24 03:15:00.0	14.6784	75.312	0.191
09/12/24 03:20:00.0	14.6777	75.139	0.191
09/12/24 03:25:00.0	14.6777	75.139	0.191
09/12/24 03:30:00.0	14.6742	75.139	0.188
09/12/24 03:35:00.0	14.6759	75.139	0.190
09/12/24 03:40:00.0	14.6759	75.139	0.192
09/12/24 03:45:00.0	14.6735	74.964	0.186
09/12/24 03:50:00.0	14.6717	74.964	0.188
09/12/24 03:55:00.0	14.6735	74.964	0.189
09/12/24 04:00:00.0	14.6769	74.964	0.189
09/12/24 04:05:00.0	14.6752	74.964	0.187
09/12/24 04:10:00.0	14.6745	74.791	0.188
09/12/24 04:15:00.0	14.6710	74.791	0.186
09/12/24 04:20:00.0	14.6727	74.791	0.188
09/12/24 04:25:00.0	14.6745	74.791	0.187
09/12/24 04:30:00.0	14.6727	74.791	0.186
09/12/24 04:35:00.0	14.6739	74.619	0.188
09/12/24 04:40:00.0	14.6704	74.619	0.186
09/12/24 04:45:00.0	14.6756	74.619	0.188
09/12/24 04:50:00.0	14.6774	74.619	0.189
09/12/24 04:55:00.0	14.6767	74.446	0.187
09/12/24 05:00:00.0	14.6767	74.446	0.187
09/12/24 05:05:00.0	14.6784	74.446	0.189
09/12/24 05:10:00.0	14.6784	74.446	0.190
09/12/24 05:15:00.0	14.6801	74.446	0.186
09/12/24 05:20:00.0	14.6848	74.271	0.191
09/12/24 05:25:00.0	14.6830	74.271	0.192
09/12/24 05:30:00.0	14.6865	74.271	0.193
09/12/24 05:35:00.0	14.6883	74.271	0.195
09/12/24 05:40:00.0	14.6841	74.098	0.192
09/12/24 05:45:00.0	14.6841	74.098	0.191
09/12/24 05:50:00.0	14.6858	74.098	0.191
09/12/24 05:55:00.0	14.6858	74.098	0.193
09/12/24 06:00:00.0	14.6858	74.098	0.189
09/12/24 06:05:00.0	14.6870	73.926	0.190
09/12/24 06:10:00.0	14.6870	73.926	0.191
09/12/24 06:15:00.0	14.6870	73.926	0.188
09/12/24 06:20:00.0	14.6870	73.926	0.188
09/12/24 06:25:00.0	14.6852	73.926	0.188
09/12/24 06:30:00.0	14.6810	73.753	0.182
09/12/24 06:35:00.0	14.6845	73.753	0.185
09/12/24 06:40:00.0	14.6862	73.753	0.185
09/12/24 06:45:00.0	14.6880	73.753	0.187
09/12/24 06:50:00.0	14.6862	73.753	0.186
09/12/24 06:55:00.0	14.6872	73.580	0.185
09/12/24 07:00:00.0	14.6855	73.580	0.184
09/12/24 07:05:00.0	14.6907	73.580	0.185
09/12/24 07:10:00.0	14.6890	73.580	0.184
09/12/24 07:15:00.0	14.6907	73.580	0.186
09/12/24 07:20:00.0	14.6872	73.580	0.182
09/12/24 07:25:00.0	14.6925	73.580	0.187
09/12/24 07:30:00.0	14.6936	73.407	0.188
09/12/24 07:35:00.0	14.6936	73.407	0.189
09/12/24 07:40:00.0	14.6936	73.407	0.187
09/12/24 07:45:00.0	14.6901	73.407	0.183
09/12/24 07:50:00.0	14.6971	73.407	0.189
09/12/24 07:55:00.0	14.6971	73.407	0.189
09/12/24 08:00:00.0	14.6981	73.234	0.191
09/12/24 08:05:00.0	14.6981	73.234	0.186
09/12/24 08:10:00.0	14.6981	73.234	0.188
09/12/24 08:15:00.0	14.6964	73.234	0.189
09/12/24 08:20:00.0	14.6999	73.234	0.189
09/12/24 08:25:00.0	14.6993	73.062	0.189
09/12/24 08:30:00.0	14.7045	73.062	0.190
09/12/24 08:35:00.0	14.7028	73.062	0.191
09/12/24 08:40:00.0	14.7028	73.062	0.191
09/12/24 08:45:00.0	14.7028	73.062	0.191
09/12/24 08:50:00.0	14.7010	73.062	0.189
09/12/24 08:55:00.0	14.7010	73.062	0.188
09/12/24 09:00:00.0	14.7020	72.891	0.189
09/12/24 09:05:00.0	14.6986	72.891	0.187
09/12/24 09:10:00.0	14.6986	72.891	0.185
09/12/24 09:15:00.0	14.7003	72.891	0.186
09/12/24 09:20:00.0	14.7020	72.891	0.187
09/12/24 09:25:00.0	14.7020	72.891	0.187
09/12/24 09:30:00.0	14.7020	72.891	0.185
09/12/24 09:35:00.0	14.7020	72.891	0.186
09/12/24 09:40:00.0	14.6996	72.718	0.183
09/12/24 09:45:00.0	14.6996	72.718	0.183
09/12/24 09:50:00.0	14.6996	72.718	0.184
09/12/24 09:55:00.0	14.7013	72.718	0.185
09/12/24 10:00:00.0	14.7048	72.718	0.189
09/12/24 10:05:00.0	14.7048	72.718	0.186
09/12/24 10:10:00.0	14.7090	72.891	0.189
09/12/24 10:15:00.0	14.7080	73.062	0.190
09/12/24 10:20:00.0	14.7045	73.062	0.186
09/12/24 10:25:00.0	14.7070	73.234	0.190
09/12/24 10:30:00.0	14.7052	73.234	0.187
09/12/24 10:35:00.0	14.7070	73.234	0.189
09/12/24 10:40:00.0	14.7080	73.062	0.189
09/12/24 10:45:00.0	14.7132	73.062	0.191
09/12/24 10:50:00.0	14.7115	73.062	0.192
09/12/24 10:55:00.0	14.7115	73.062	0.193
09/12/24 11:00:00.0	14.7073	72.891	0.190
