"Plot Title:  GLA_Downstream_22072297"
"#","Date Time, GMT-07:00","Abs Pres, psi (LGR S/N: 22072297, SEN S/N: 22072297)","Temp, °F (LGR S/N: 22072297, SEN S/N: 22072297)","Sensor Depth, meters (LGR S/N: )"
84,09/24/24 01:55:00 AM,14.7524,72.891,0.202
85,09/24/24 02:00:00 AM,14.7508,72.891,0.203
86,09/24/24 02:05:00 AM,14.7474,72.718,0.199
87,09/24/24 02:10:00 AM,14.7421,72.372,0.196
88,09/24/24 02:15:00 AM,14.7413,72.028,0.195
89,09/24/24 02:20:00 AM,14.7434,71.512,0.195
90,09/24/24 02:25:00 AM,14.7445,71.339,0.197
91,09/24/24 02:30:00 AM,14.7431,71.339,0.195
92,09/24/24 02:35:00 AM,14.7403,71.512,0.192
93,09/24/24 02:40:00 AM,14.7384,71.339,0.192
94,09/24/24 02:45:00 AM,14.7405,70.824,0.192
95,09/24/24 02:50:00 AM,14.7416,70.651,0.194
96,09/24/24 02:55:00 AM,14.7351,70.480,0.188
97,09/24/24 03:00:00 AM,14.7258,70.480,0.183
98,09/24/24 03:05:00 AM,14.7194,69.622,0.177
99,09/24/24 03:10:00 AM,14.7161,68.763,0.177
100,09/24/24 03:15:00 AM,14.7163,68.077,0.176
101,09/24/24 03:20:00 AM,14.7186,67.735,0.177
102,09/24/24 03:25:00 AM,14.7197,67.564,0.180
103,09/24/24 03:30:00 AM,14.7116,67.392,0.176
104,09/24/24 03:35:00 AM,14.7132,67.392,0.175
105,09/24/24 03:40:00 AM,14.7102,67.392,0.174
106,09/24/24 03:45:00 AM,14.7081,67.221,0.171
107,09/24/24 03:50:00 AM,14.7051,67.221,0.171
108,09/24/24 03:55:00 AM,14.7039,67.392,0.169
109,09/24/24 04:00:00 AM,14.6993,67.392,0.165
110,09/24/24 04:05:00 AM,14.6962,67.392,0.163
111,09/24/24 04:10:00 AM,14.6932,67.392,0.162
112,09/24/24 04:15:00 AM,14.6900,67.392,0.159
113,09/24/24 04:20:00 AM,14.6900,67.392,0.159
114,09/24/24 04:25:00 AM,14.6854,67.392,0.157
115,09/24/24 04:30:00 AM,14.6854,67.392,0.158
116,09/24/24 04:35:00 AM,14.6828,67.564,0.155
117,09/24/24 04:40:00 AM,14.6812,67.564,0.154
118,09/24/24 04:45:00 AM,14.6781,67.564,0.152
119,09/24/24 04:50:00 AM,14.6781,67.564,0.153
120,09/24/24 04:55:00 AM,14.6765,67.564,0.151
121,09/24/24 05:00:00 AM,14.6749,67.564,0.153
122,09/24/24 05:05:00 AM,14.6735,67.564,0.151
123,09/24/24 05:10:00 AM,14.6704,67.564,0.149
124,09/24/24 05:15:00 AM,14.6688,67.564,0.148
125,09/24/24 05:20:00 AM,14.6704,67.564,0.148
126,09/24/24 05:25:00 AM,14.6719,67.564,0.149
127,09/24/24 05:30:00 AM,14.6749,67.564,0.151
128,09/24/24 05:35:00 AM,14.6719,67.564,0.154
129,09/24/24 05:40:00 AM,14.6765,67.564,0.157
130,09/24/24 05:45:00 AM,14.6951,67.564,0.167
131,09/24/24 05:50:00 AM,14.7077,67.735,0.175
132,09/24/24 05:55:00 AM,14.7215,68.421,0.185
133,09/24/24 06:00:00 AM,14.7334,69.622,0.194
134,09/24/24 06:05:00 AM,14.7386,70.651,0.200
135,09/24/24 06:10:00 AM,14.7418,71.512,0.200
136,09/24/24 06:15:00 AM,14.7429,72.028,0.201
137,09/24/24 06:20:00 AM,14.7467,72.372,0.203
138,09/24/24 06:25:00 AM,14.7409,72.545,0.198
139,09/24/24 06:30:00 AM,14.7335,72.718,0.194
140,09/24/24 06:35:00 AM,14.7205,72.372,0.185
141,09/24/24 06:40:00 AM,14.7125,71.512,0.178
142,09/24/24 06:45:00 AM,14.7045,70.651,0.171
143,09/24/24 06:50:00 AM,14.6997,69.793,0.169
144,09/24/24 06:55:00 AM,14.6955,69.278,0.164
145,09/24/24 07:00:00 AM,14.6929,68.763,0.162
146,09/24/24 07:05:00 AM,14.6926,68.592,0.162
147,09/24/24 07:10:00 AM,14.6903,68.248,0.159
148,09/24/24 07:15:00 AM,14.6949,68.248,0.162
149,09/24/24 07:20:00 AM,14.6930,68.077,0.160
150,09/24/24 07:25:00 AM,14.6930,68.077,0.158
151,09/24/24 07:30:00 AM,14.6926,67.906,0.157
152,09/24/24 07:35:00 AM,14.6942,67.906,0.159
153,09/24/24 07:40:00 AM,14.6912,67.906,0.159
154,09/24/24 07:45:00 AM,14.6923,67.735,0.157
155,09/24/24 07:50:00 AM,14.6970,67.735,0.160
156,09/24/24 07:55:00 AM,14.7016,67.735,0.163
157,09/24/24 08:00:00 AM,14.7096,67.906,0.168
158,09/24/24 08:05:00 AM,14.7135,68.248,0.172
159,09/24/24 08:10:00 AM,14.7173,68.592,0.175
160,09/24/24 08:15:00 AM,14.7215,69.107,0.176
161,09/24/24 08:20:00 AM,14.7209,69.622,0.176
162,09/24/24 08:25:00 AM,14.7205,70.137,0.175
163,09/24/24 08:30:00 AM,14.7131,70.308,0.170
164,09/24/24 08:35:00 AM,14.7100,70.308,0.166
165,09/24/24 08:40:00 AM,14.7100,70.308,0.169
166,09/24/24 08:45:00 AM,14.7139,69.964,0.169
167,09/24/24 08:50:00 AM,14.7183,69.793,0.173
168,09/24/24 08:55:00 AM,14.7263,69.964,0.179
169,09/24/24 09:00:00 AM,14.7281,70.137,0.180
170,09/24/24 09:05:00 AM,14.7339,70.651,0.183
171,09/24/24 09:10:00 AM,14.7331,70.995,0.183
172,09/24/24 09:15:00 AM,14.7341,71.512,0.182
173,09/24/24 09:20:00 AM,14.7329,71.683,0.180
174,09/24/24 09:25:00 AM,14.7286,71.856,0.175
175,09/24/24 09:30:00 AM,14.7348,71.856,0.180
176,09/24/24 09:35:00 AM,14.7364,71.856,0.181
177,09/24/24 09:40:00 AM,14.7367,72.028,0.182
178,09/24/24 09:45:00 AM,14.7355,72.199,0.179
179,09/24/24 09:50:00 AM,14.7312,72.372,0.177
180,09/24/24 09:55:00 AM,14.7300,72.545,0.176
181,09/24/24 10:00:00 AM,14.7316,72.545,0.176
182,09/24/24 10:05:00 AM,14.7300,72.545,0.176
183,09/24/24 10:10:00 AM,14.7347,72.545,0.178
184,09/24/24 10:15:00 AM,14.7347,72.545,0.178
185,09/24/24 10:20:00 AM,14.7400,72.891,0.181
186,09/24/24 10:25:00 AM,14.7499,73.234,0.189
187,09/24/24 10:30:00 AM,14.7557,73.753,0.192
188,09/24/24 10:35:00 AM,14.7601,74.446,0.195
189,09/24/24 10:40:00 AM,14.7615,75.139,0.197
190,09/24/24 10:45:00 AM,14.7637,75.484,0.200
191,09/24/24 10:50:00 AM,14.7663,76.006,0.200
192,09/24/24 10:55:00 AM,14.7685,76.354,0.202
193,09/24/24 11:00:00 AM,14.7648,76.876,0.199
194,09/24/24 11:05:00 AM,14.7672,77.225,0.202
195,09/24/24 11:10:00 AM,14.7631,77.574,0.199
196,09/24/24 11:15:00 AM,14.7603,77.749,0.197
197,09/24/24 11:20:00 AM,14.7561,77.923,0.197
198,09/24/24 11:25:00 AM,14.7529,77.923,0.192
199,09/24/24 11:30:00 AM,14.7471,78.098,0.189
200,09/24/24 11:35:00 AM,14.7425,78.098,0.186
201,09/24/24 11:40:00 AM,14.7348,78.098,0.180
202,09/24/24 11:45:00 AM,14.7286,78.098,0.176
203,09/24/24 11:50:00 AM,14.7174,77.923,0.168
204,09/24/24 11:55:00 AM,14.7097,77.923,0.162
205,09/24/24 12:00:00 PM,14.7078,77.749,0.164
206,09/24/24 12:05:00 PM,14.7094,77.749,0.161
207,09/24/24 12:10:00 PM,14.7155,77.749,0.167
208,09/24/24 12:15:00 PM,14.7190,77.923,0.170
209,09/24/24 12:20:00 PM,14.7228,78.274,0.172
210,09/24/24 12:25:00 PM,14.7203,78.624,0.169
211,09/24/24 12:30:00 PM,14.7134,78.975,0.165
212,09/24/24 12:35:00 PM,14.7106,79.151,0.163
213,09/24/24 12:40:00 PM,14.7004,79.502,0.159
214,09/24/24 12:45:00 PM,14.6915,79.678,0.153
215,09/24/24 12:50:00 PM,14.6871,79.853,0.149
216,09/24/24 12:55:00 PM,14.6901,79.853,0.153
217,09/24/24 01:00:00 PM,14.6920,80.029,0.154
218,09/24/24 01:05:00 PM,14.6893,80.206,0.155
219,09/24/24 01:10:00 PM,14.6854,80.559,0.154
220,09/24/24 01:15:00 PM,14.6810,80.735,0.150
221,09/24/24 01:20:00 PM,14.6817,81.090,0.152
222,09/24/24 01:25:00 PM,14.6804,81.266,0.153
223,09/24/24 01:30:00 PM,14.6781,81.621,0.150
224,09/24/24 01:35:00 PM,14.6784,81.797,0.151
225,09/24/24 01:40:00 PM,14.6803,81.975,0.155
226,09/24/24 01:45:00 PM,14.6778,82.330,0.153
227,09/24/24 01:50:00 PM,14.6765,82.508,0.154
228,09/24/24 01:55:00 PM,14.6742,82.864,0.152
229,09/24/24 02:00:00 PM,14.6714,83.043,0.151
230,09/24/24 02:05:00 PM,14.6748,83.221,0.153
231,09/24/24 02:10:00 PM,14.6816,83.579,0.158
232,09/24/24 02:15:00 PM,14.6897,83.757,0.164
233,09/24/24 02:20:00 PM,14.6962,83.935,0.169
234,09/24/24 02:25:00 PM,14.7012,84.115,0.174
235,09/24/24 02:30:00 PM,14.7031,84.295,0.176
236,09/24/24 02:35:00 PM,14.7033,84.474,0.178
237,09/24/24 02:40:00 PM,14.7080,84.474,0.184
238,09/24/24 02:45:00 PM,14.7145,84.654,0.189
239,09/24/24 02:50:00 PM,14.7268,84.654,0.201
240,09/24/24 02:55:00 PM,14.7377,84.654,0.212
241,09/24/24 03:00:00 PM,14.7454,84.654,0.217
242,09/24/24 03:05:00 PM,14.7500,84.654,0.221
243,09/24/24 03:10:00 PM,14.7467,84.474,0.220
244,09/24/24 03:15:00 PM,14.7467,84.474,0.220
245,09/24/24 03:20:00 PM,14.7451,84.474,0.221
246,09/24/24 03:25:00 PM,14.7470,84.654,0.222
247,09/24/24 03:30:00 PM,14.7470,84.654,0.223
248,09/24/24 03:35:00 PM,14.7454,84.654,0.221
249,09/24/24 03:40:00 PM,14.7457,84.834,0.221
250,09/24/24 03:45:00 PM,14.7489,84.834,0.220
251,09/24/24 03:50:00 PM,14.7457,84.834,0.217
252,09/24/24 03:55:00 PM,14.7489,84.834,0.216
253,09/24/24 04:00:00 PM,14.7550,84.834,0.218
254,09/24/24 04:05:00 PM,14.7519,84.834,0.212
255,09/24/24 04:10:00 PM,14.7566,84.834,0.217
256,09/24/24 04:15:00 PM,14.7596,84.834,0.218
257,09/24/24 04:20:00 PM,14.7612,84.834,0.216
258,09/24/24 04:25:00 PM,14.7643,84.834,0.218
259,09/24/24 04:30:00 PM,14.7670,84.654,0.222
260,09/24/24 04:35:00 PM,14.7656,84.654,0.216
261,09/24/24 04:40:00 PM,14.7686,84.654,0.218
262,09/24/24 04:45:00 PM,14.7686,84.654,0.219
263,09/24/24 04:50:00 PM,14.7714,84.474,0.220
264,09/24/24 04:55:00 PM,14.7714,84.474,0.219
265,09/24/24 05:00:00 PM,14.7730,84.474,0.221
266,09/24/24 05:05:00 PM,14.7711,84.295,0.220
267,09/24/24 05:10:00 PM,14.7711,84.295,0.218
268,09/24/24 05:15:00 PM,14.7738,84.115,0.223
269,09/24/24 05:20:00 PM,14.7722,84.115,0.222
270,09/24/24 05:25:00 PM,14.7719,83.935,0.223
271,09/24/24 05:30:00 PM,14.7750,83.935,0.224
272,09/24/24 05:35:00 PM,14.7747,83.757,0.225
273,09/24/24 05:40:00 PM,14.7733,83.757,0.226
274,09/24/24 05:45:00 PM,14.7728,83.579,0.223
275,09/24/24 05:50:00 PM,14.7756,83.399,0.227
276,09/24/24 05:55:00 PM,14.7756,83.399,0.227
277,09/24/24 06:00:00 PM,14.7737,83.221,0.225
278,09/24/24 06:05:00 PM,14.7750,83.043,0.226
279,09/24/24 06:10:00 PM,14.7780,83.043,0.228
280,09/24/24 06:15:00 PM,14.7762,82.864,0.226
281,09/24/24 06:20:00 PM,14.7775,82.686,0.227
282,09/24/24 06:25:00 PM,14.7789,82.686,0.227
283,09/24/24 06:30:00 PM,14.7802,82.508,0.228
284,09/24/24 06:35:00 PM,14.7799,82.330,0.227
285,09/24/24 06:40:00 PM,14.7799,82.330,0.226
286,09/24/24 06:45:00 PM,14.7718,82.152,0.221
287,09/24/24 06:50:00 PM,14.7653,81.975,0.214
288,09/24/24 06:55:00 PM,14.7601,81.621,0.209
289,09/24/24 07:00:00 PM,14.7577,81.266,0.207
290,09/24/24 07:05:00 PM,14.7572,80.911,0.208
291,09/24/24 07:10:00 PM,14.7580,80.559,0.207
292,09/24/24 07:15:00 PM,14.7592,80.382,0.207
293,09/24/24 07:20:00 PM,14.7589,80.206,0.208
294,09/24/24 07:25:00 PM,14.7614,79.853,0.211
295,09/24/24 07:30:00 PM,14.7625,79.678,0.211
296,09/24/24 07:35:00 PM,14.7637,79.502,0.211
297,09/24/24 07:40:00 PM,14.7619,79.326,0.209
298,09/24/24 07:45:00 PM,14.7659,78.975,0.212
299,09/24/24 07:50:00 PM,14.7702,78.800,0.215
300,09/24/24 07:55:00 PM,14.7853,78.624,0.225
301,09/24/24 08:00:00 PM,14.7946,78.624,0.233
302,09/24/24 08:05:00 PM,14.8007,78.624,0.235
303,09/24/24 08:10:00 PM,14.8088,78.800,0.241
304,09/24/24 08:15:00 PM,14.8137,78.975,0.244
305,09/24/24 08:20:00 PM,14.8200,78.975,0.248
306,09/24/24 08:25:00 PM,14.8246,78.975,0.250
307,09/24/24 08:30:00 PM,14.8336,78.800,0.256
308,09/24/24 08:35:00 PM,14.8366,78.800,0.258
309,09/24/24 08:40:00 PM,14.8363,78.624,0.257
310,09/24/24 08:45:00 PM,14.8282,78.449,0.250
311,09/24/24 08:50:00 PM,14.8201,78.274,0.245
312,09/24/24 08:55:00 PM,14.8144,77.749,0.239
313,09/24/24 09:00:00 PM,14.8120,77.225,0.236
314,09/24/24 09:05:00 PM,14.8063,76.703,0.232
315,09/24/24 09:10:00 PM,14.8056,76.354,0.232
316,09/24/24 09:15:00 PM,14.8021,76.181,0.228
317,09/24/24 09:20:00 PM,14.7895,76.006,0.220
318,09/24/24 09:25:00 PM,14.7764,75.659,0.212
319,09/24/24 09:30:00 PM,14.7661,75.139,0.206
320,09/24/24 09:35:00 PM,14.7598,74.271,0.200
321,09/24/24 09:40:00 PM,14.7537,73.580,0.194
322,09/24/24 09:45:00 PM,14.7453,73.234,0.188
323,09/24/24 09:50:00 PM,14.7415,72.891,0.186
324,09/24/24 09:55:00 PM,14.7409,72.545,0.188
325,09/24/24 10:00:00 PM,14.7358,72.372,0.183
326,09/24/24 10:05:00 PM,14.7324,72.199,0.182
327,09/24/24 10:10:00 PM,14.7290,72.028,0.177
328,09/24/24 10:15:00 PM,14.7302,71.856,0.180
329,09/24/24 10:20:00 PM,14.7299,71.683,0.178
330,09/24/24 10:25:00 PM,14.7267,71.683,0.175
331,09/24/24 10:30:00 PM,14.7248,71.512,0.174
332,09/24/24 10:35:00 PM,14.7218,71.512,0.172
333,09/24/24 10:40:00 PM,14.7215,71.339,0.172
334,09/24/24 10:45:00 PM,14.7226,71.168,0.172
335,09/24/24 10:50:00 PM,14.7257,71.168,0.175
336,09/24/24 10:55:00 PM,14.7208,70.995,0.172
337,09/24/24 11:00:00 PM,14.7238,70.995,0.174
338,09/24/24 11:05:00 PM,14.7266,70.824,0.177
339,09/24/24 11:10:00 PM,14.7280,70.824,0.177
340,09/24/24 11:15:00 PM,14.7277,70.651,0.177
341,09/24/24 11:20:00 PM,14.7308,70.651,0.179
342,09/24/24 11:25:00 PM,14.7321,70.480,0.179
343,09/24/24 11:30:00 PM,14.7289,70.480,0.178
344,09/24/24 11:35:00 PM,14.7286,70.308,0.177
345,09/24/24 11:40:00 PM,14.7270,70.308,0.176
346,09/24/24 11:45:00 PM,14.7251,70.137,0.176
347,09/24/24 11:50:00 PM,14.7263,69.964,0.177
348,09/24/24 11:55:00 PM,14.7248,69.964,0.176
349,09/25/24 12:00:00 AM,14.7263,69.964,0.176
350,09/25/24 12:05:00 AM,14.7260,69.793,0.176
351,09/25/24 12:10:00 AM,14.7260,69.793,0.174
352,09/25/24 12:15:00 AM,14.7244,69.793,0.175
353,09/25/24 12:20:00 AM,14.7255,69.622,0.174
354,09/25/24 12:25:00 AM,14.7225,69.622,0.173
355,09/25/24 12:30:00 AM,14.7271,69.622,0.177
356,09/25/24 12:35:00 AM,14.7395,69.622,0.185
357,09/25/24 12:40:00 AM,14.7487,69.622,0.192
358,09/25/24 12:45:00 AM,14.7560,70.137,0.198
359,09/25/24 12:50:00 AM,14.7608,70.995,0.201
360,09/25/24 12:55:00 AM,14.7608,71.683,0.202
361,09/25/24 01:00:00 AM,14.7602,72.199,0.200
362,09/25/24 01:05:00 AM,14.7609,72.545,0.201
363,09/25/24 01:10:00 AM,14.7631,72.891,0.201
364,09/25/24 01:15:00 AM,14.7605,73.062,0.201
365,09/25/24 01:20:00 AM,14.7638,73.234,0.204
366,09/25/24 01:25:00 AM,14.7670,73.234,0.205
367,09/25/24 01:30:00 AM,14.7701,73.234,0.207
368,09/25/24 01:35:00 AM,14.7793,73.234,0.213
369,09/25/24 01:40:00 AM,14.7821,73.062,0.214
370,09/25/24 01:45:00 AM,14.7867,73.062,0.220
371,09/25/24 01:50:00 AM,14.7879,72.891,0.219
372,09/25/24 01:55:00 AM,14.7875,72.718,0.220
373,09/25/24 02:00:00 AM,14.7814,72.718,0.216
374,09/25/24 02:05:00 AM,14.7760,72.372,0.212
375,09/25/24 02:10:00 AM,14.7734,71.856,0.207
376,09/25/24 02:15:00 AM,14.7693,71.339,0.206
377,09/25/24 02:20:00 AM,14.7708,71.339,0.206
378,09/25/24 02:25:00 AM,14.7661,71.339,0.205
379,09/25/24 02:30:00 AM,14.7585,71.339,0.198
380,09/25/24 02:35:00 AM,14.7543,71.512,0.194
381,09/25/24 02:40:00 AM,14.7492,71.339,0.190
382,09/25/24 02:45:00 AM,14.7503,71.168,0.193
383,09/25/24 02:50:00 AM,14.7454,70.995,0.190
384,09/25/24 02:55:00 AM,14.7396,71.168,0.184
385,09/25/24 03:00:00 AM,14.7303,71.168,0.180
386,09/25/24 03:05:00 AM,14.7300,70.995,0.179
387,09/25/24 03:10:00 AM,14.7342,70.824,0.182
388,09/25/24 03:15:00 AM,14.7266,70.824,0.178
389,09/25/24 03:20:00 AM,14.7235,70.824,0.177
390,09/25/24 03:25:00 AM,14.7173,70.824,0.175
391,09/25/24 03:30:00 AM,14.7154,70.651,0.173
392,09/25/24 03:35:00 AM,14.7147,70.308,0.173
393,09/25/24 03:40:00 AM,14.7186,69.964,0.177
394,09/25/24 03:45:00 AM,14.7209,69.622,0.180
395,09/25/24 03:50:00 AM,14.7209,69.622,0.179
396,09/25/24 03:55:00 AM,14.7197,69.793,0.178
397,09/25/24 04:00:00 AM,14.7213,69.793,0.179
398,09/25/24 04:05:00 AM,14.7183,69.793,0.178
399,09/25/24 04:10:00 AM,14.7178,69.622,0.177
400,09/25/24 04:15:00 AM,14.7157,69.278,0.175
401,09/25/24 04:20:00 AM,14.7152,69.107,0.175
402,09/25/24 04:25:00 AM,14.7145,68.763,0.174
403,09/25/24 04:30:00 AM,14.7126,68.592,0.172
404,09/25/24 04:35:00 AM,14.7138,68.421,0.173
405,09/25/24 04:40:00 AM,14.7212,68.248,0.178
406,09/25/24 04:45:00 AM,14.7228,68.248,0.181
407,09/25/24 04:50:00 AM,14.7231,68.421,0.181
408,09/25/24 04:55:00 AM,14.7203,68.592,0.180
409,09/25/24 05:00:00 AM,14.7180,68.934,0.177
410,09/25/24 05:05:00 AM,14.7164,68.934,0.175
411,09/25/24 05:10:00 AM,14.7118,68.934,0.173
412,09/25/24 05:15:00 AM,14.7131,68.763,0.175
413,09/25/24 05:20:00 AM,14.7096,68.592,0.170
414,09/25/24 05:25:00 AM,14.7107,68.421,0.170
415,09/25/24 05:30:00 AM,14.7116,68.077,0.172
416,09/25/24 05:35:00 AM,14.7100,68.077,0.170
417,09/25/24 05:40:00 AM,14.7096,67.906,0.171
418,09/25/24 05:45:00 AM,14.7096,67.906,0.170
419,09/25/24 05:50:00 AM,14.7109,67.735,0.169
420,09/25/24 05:55:00 AM,14.7077,67.735,0.168
421,09/25/24 06:00:00 AM,14.7074,67.564,0.168
422,09/25/24 06:05:00 AM,14.7089,67.564,0.168
423,09/25/24 06:10:00 AM,14.7070,67.392,0.167
424,09/25/24 06:15:00 AM,14.7102,67.392,0.170
425,09/25/24 06:20:00 AM,14.7116,67.392,0.171
426,09/25/24 06:25:00 AM,14.7128,67.221,0.170
427,09/25/24 06:30:00 AM,14.7097,67.221,0.166
428,09/25/24 06:35:00 AM,14.7128,67.221,0.170
429,09/25/24 06:40:00 AM,14.7144,67.221,0.170
430,09/25/24 06:45:00 AM,14.7193,67.392,0.173
431,09/25/24 06:50:00 AM,14.7255,67.392,0.176
432,09/25/24 06:55:00 AM,14.7279,67.735,0.178
433,09/25/24 07:00:00 AM,14.7273,68.248,0.176
434,09/25/24 07:05:00 AM,14.7219,68.592,0.174
435,09/25/24 07:10:00 AM,14.7176,68.763,0.168
436,09/25/24 07:15:00 AM,14.7161,68.763,0.168
437,09/25/24 07:20:00 AM,14.7192,68.763,0.171
438,09/25/24 07:25:00 AM,14.7235,68.592,0.172
439,09/25/24 07:30:00 AM,14.7280,68.592,0.176
440,09/25/24 07:35:00 AM,14.7238,68.763,0.175
441,09/25/24 07:40:00 AM,14.7202,69.278,0.169
442,09/25/24 07:45:00 AM,14.7237,69.449,0.173
443,09/25/24 07:50:00 AM,14.7287,69.622,0.174
444,09/25/24 07:55:00 AM,14.7334,69.622,0.175
445,09/25/24 08:00:00 AM,14.7399,69.793,0.182
446,09/25/24 08:05:00 AM,14.7451,70.137,0.184
447,09/25/24 08:10:00 AM,14.7466,70.824,0.185
448,09/25/24 08:15:00 AM,14.7473,71.168,0.185
449,09/25/24 08:20:00 AM,14.7453,71.683,0.184
450,09/25/24 08:25:00 AM,14.7444,72.028,0.183
451,09/25/24 08:30:00 AM,14.7386,72.199,0.179
452,09/25/24 08:35:00 AM,14.7339,72.199,0.176
453,09/25/24 08:40:00 AM,14.7337,72.028,0.175
454,09/25/24 08:45:00 AM,14.7345,71.683,0.179
455,09/25/24 08:50:00 AM,14.7387,71.512,0.178
456,09/25/24 08:55:00 AM,14.7434,71.512,0.183
457,09/25/24 09:00:00 AM,14.7450,71.512,0.182
458,09/25/24 09:05:00 AM,14.7437,71.683,0.181
